"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20190514_20190528.csv"
"C","Report for: 05/14/2019 - 05/28/2019"
"C","Report generated: 05/01/2020 16:54:40 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","05/14/2019","01",10430.65
"D","05/14/2019","02",10428.29
"D","05/14/2019","03",10268.52
"D","05/14/2019","04",10269.59
"D","05/14/2019","05",10531.88
"D","05/14/2019","06",11217.84
"D","05/14/2019","07",12243.55
"D","05/14/2019","08",13152.73
"D","05/14/2019","09",13212.6
"D","05/14/2019","10",13155.84
"D","05/14/2019","11",13124.18
"D","05/14/2019","12",13119.18
"D","05/14/2019","13",13066.29
"D","05/14/2019","14",13050.09
"D","05/14/2019","15",13001.55
"D","05/14/2019","16",12986.24
"D","05/14/2019","17",13359.75
"D","05/14/2019","18",13846.39
"D","05/14/2019","19",14007.68
"D","05/14/2019","20",14076.11
"D","05/14/2019","21",13990.92
"D","05/14/2019","22",13160.55
"D","05/14/2019","23",11928.31
"D","05/14/2019","24",10797.46
"D","05/15/2019","01",10084.39
"D","05/15/2019","02",9898.23
"D","05/15/2019","03",9962.4
"D","05/15/2019","04",9932.99
"D","05/15/2019","05",9962.58
"D","05/15/2019","06",10641.41
"D","05/15/2019","07",12083.17
"D","05/15/2019","08",12687.04
"D","05/15/2019","09",12389.55
"D","05/15/2019","10",12255.72
"D","05/15/2019","11",12251.07
"D","05/15/2019","12",12178.55
"D","05/15/2019","13",12046.75
"D","05/15/2019","14",12056.68
"D","05/15/2019","15",11901.47
"D","05/15/2019","16",11891.27
"D","05/15/2019","17",12065.68
"D","05/15/2019","18",12503.2
"D","05/15/2019","19",12901.1
"D","05/15/2019","20",13219.36
"D","05/15/2019","21",13417.47
"D","05/15/2019","22",12712.08
"D","05/15/2019","23",11486.58
"D","05/15/2019","24",10561.48
"D","05/16/2019","01",9912.26
"D","05/16/2019","02",9651.88
"D","05/16/2019","03",9578.92
"D","05/16/2019","04",9548.1
"D","05/16/2019","05",9611.27
"D","05/16/2019","06",10183.35
"D","05/16/2019","07",11554.85
"D","05/16/2019","08",12121.87
"D","05/16/2019","09",11874.98
"D","05/16/2019","10",11666.77
"D","05/16/2019","11",11751.06
"D","05/16/2019","12",11828.34
"D","05/16/2019","13",11762.86
"D","05/16/2019","14",11633.4
"D","05/16/2019","15",11479.14
"D","05/16/2019","16",11597.81
"D","05/16/2019","17",12156.52
"D","05/16/2019","18",12606.69
"D","05/16/2019","19",12851.77
"D","05/16/2019","20",13027.09
"D","05/16/2019","21",13174.69
"D","05/16/2019","22",12567.89
"D","05/16/2019","23",11396.19
"D","05/16/2019","24",10272.49
"D","05/17/2019","01",9683.74
"D","05/17/2019","02",9617.1
"D","05/17/2019","03",9629.15
"D","05/17/2019","04",9608.38
"D","05/17/2019","05",9843.5
"D","05/17/2019","06",10425.0
"D","05/17/2019","07",11540.9
"D","05/17/2019","08",12491.19
"D","05/17/2019","09",12911.97
"D","05/17/2019","10",13016.08
"D","05/17/2019","11",13019.39
"D","05/17/2019","12",13028.25
