C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200810_20200810.csv
C,Time period: 2020-08-10 to 2020-08-10
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-08-14 01:47:50 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-08-10,01,2713.8,3041.5
D,2020-08-10,02,2590.5,2892.3
D,2020-08-10,03,2500.8,2805.8
D,2020-08-10,04,2528.2,2766.9
D,2020-08-10,05,2486.6,2782.9
D,2020-08-10,06,2659.5,2869.2
D,2020-08-10,07,2801.0,3057.4
D,2020-08-10,08,3043.4,3302.8
D,2020-08-10,09,3242.1,3557.4
D,2020-08-10,10,3364.4,3779.8
D,2020-08-10,11,3526.8,3986.4
D,2020-08-10,12,3775.5,4186.9
D,2020-08-10,13,3887.6,4398.5
D,2020-08-10,14,4067.5,4540.7
D,2020-08-10,15,4187.6,4610.1
D,2020-08-10,16,4211.5,4666.6
D,2020-08-10,17,4282.5,4706.3
D,2020-08-10,18,4304.5,4736.1
D,2020-08-10,19,4250.8,4624.2
D,2020-08-10,20,4147.0,4484.9
D,2020-08-10,21,3991.8,4384.1
D,2020-08-10,22,3725.9,4171.9
D,2020-08-10,23,3469.2,3858.0
D,2020-08-10,24,3096.4,3557.9
T,24 lines
