C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210502_20210502.csv
C,Time period: 2021-05-02 to 2021-05-02
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-05-10 20:45:02 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-05-02,01,1997.0,1888.71
D,2021-05-02,02,1921.1,1821.4
D,2021-05-02,03,1863.0,1782.0
D,2021-05-02,04,1835.9,1767.85
D,2021-05-02,05,1826.4,1767.57
D,2021-05-02,06,1849.1,1798.23
D,2021-05-02,07,1893.2,1843.99
D,2021-05-02,08,2019.4,1895.54
D,2021-05-02,09,2065.8,1925.63
D,2021-05-02,10,2131.3,2015.91
D,2021-05-02,11,2162.5,2055.32
D,2021-05-02,12,2198.7,2104.19
D,2021-05-02,13,2174.7,2137.92
D,2021-05-02,14,2170.2,2166.68
D,2021-05-02,15,2152.9,2186.31
D,2021-05-02,16,2201.0,2208.8
D,2021-05-02,17,2271.4,2220.14
D,2021-05-02,18,2345.4,2296.53
D,2021-05-02,19,2410.2,2347.44
D,2021-05-02,20,2433.6,2394.39
D,2021-05-02,21,2492.6,2398.14
D,2021-05-02,22,2329.2,2281.48
D,2021-05-02,23,2185.8,2125.53
D,2021-05-02,24,2030.3,1974.75
T,24 lines
