C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210212_20210212.csv
C,Time period: 2021-02-12 to 2021-02-12
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-02-20 15:37:20 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-02-12,01,2584.9,2619.35
D,2021-02-12,02,2532.9,2562.65
D,2021-02-12,03,2526.3,2556.24
D,2021-02-12,04,2527.6,2586.37
D,2021-02-12,05,2602.5,2667.16
D,2021-02-12,06,2801.5,2837.25
D,2021-02-12,07,3064.5,3093.09
D,2021-02-12,08,3301.2,3300.91
D,2021-02-12,09,3323.7,3377.25
D,2021-02-12,10,3269.4,3388.85
D,2021-02-12,11,3186.4,3365.85
D,2021-02-12,12,3149.9,3330.18
D,2021-02-12,13,3121.6,3284.08
D,2021-02-12,14,3086.3,3260.34
D,2021-02-12,15,3106.3,3264.71
D,2021-02-12,16,3145.3,3255.67
D,2021-02-12,17,3231.3,3279.1
D,2021-02-12,18,3374.1,3369.54
D,2021-02-12,19,3369.1,3341.83
D,2021-02-12,20,3266.1,3260.84
D,2021-02-12,21,3176.5,3146.66
D,2021-02-12,22,3048.2,3013.3
D,2021-02-12,23,2900.8,2857.77
D,2021-02-12,24,2734.4,2697.12
T,24 lines
