C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211019_20211019.csv
C,Time period: 2021-10-19 to 2021-10-19
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-22 12:56:50 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-10-19,01,1908.3,1938.47
D,2021-10-19,02,1835.6,1863.06
D,2021-10-19,03,1804.5,1826.73
D,2021-10-19,04,1797.5,1813.45
D,2021-10-19,05,1821.2,1853.13
D,2021-10-19,06,1958.0,2007.43
D,2021-10-19,07,2268.9,2279.83
D,2021-10-19,08,2467.4,2470.21
D,2021-10-19,09,2469.7,2523.03
D,2021-10-19,10,2451.9,2508.87
D,2021-10-19,11,2496.8,2477.26
D,2021-10-19,12,2453.2,2483.56
D,2021-10-19,13,2453.8,2471.94
D,2021-10-19,14,2466.1,2476.13
D,2021-10-19,15,2479.8,2490.21
D,2021-10-19,16,2486.9,2533.19
D,2021-10-19,17,2544.1,2590.6
D,2021-10-19,18,2610.2,2684.76
D,2021-10-19,19,2745.1,2743.55
D,2021-10-19,20,2639.3,2678.94
D,2021-10-19,21,2579.6,2564.11
D,2021-10-19,22,2405.8,2415.02
D,2021-10-19,23,2219.6,2228.29
D,2021-10-19,24,2030.2,2060.84
T,24 lines
