C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200625_20200625.csv
C,Time period: 2020-06-25 to 2020-06-25
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-06-30 11:46:46 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-06-25,01,2499.9,2666.7
D,2020-06-25,02,2428.6,2497.2
D,2020-06-25,03,2332.5,2382.1
D,2020-06-25,04,2277.5,2312.9
D,2020-06-25,05,2281.3,2297.4
D,2020-06-25,06,2374.8,2365.8
D,2020-06-25,07,2643.8,2543.8
D,2020-06-25,08,2897.5,2742.7
D,2020-06-25,09,3008.8,2937.9
D,2020-06-25,10,3137.0,3057.5
D,2020-06-25,11,3175.2,3171.7
D,2020-06-25,12,3293.7,3304.0
D,2020-06-25,13,3380.1,3420.7
D,2020-06-25,14,3492.8,3498.7
D,2020-06-25,15,3525.5,3522.7
D,2020-06-25,16,3517.4,3570.0
D,2020-06-25,17,3603.2,3660.8
D,2020-06-25,18,3578.9,3719.3
D,2020-06-25,19,3493.2,3670.1
D,2020-06-25,20,3368.0,3533.6
D,2020-06-25,21,3262.9,3382.8
D,2020-06-25,22,3190.4,3268.6
D,2020-06-25,23,2940.0,3044.2
D,2020-06-25,24,2687.5,2792.5
T,24 lines
