C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210123_20210123.csv
C,Time period: 2021-01-23 to 2021-01-23
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-01-28 17:24:11 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-01-23,01,2332.6,2304.42
D,2021-01-23,02,2270.0,2239.75
D,2021-01-23,03,2231.2,2214.78
D,2021-01-23,04,2255.0,2209.01
D,2021-01-23,05,2294.2,2238.35
D,2021-01-23,06,2395.4,2314.68
D,2021-01-23,07,2465.9,2430.46
D,2021-01-23,08,2620.0,2549.52
D,2021-01-23,09,2724.0,2660.81
D,2021-01-23,10,2770.8,2677.56
D,2021-01-23,11,2763.3,2673.71
D,2021-01-23,12,2780.4,2680.58
D,2021-01-23,13,2728.9,2688.83
D,2021-01-23,14,2715.1,2682.89
D,2021-01-23,15,2756.6,2721.39
D,2021-01-23,16,2824.5,2822.49
D,2021-01-23,17,2975.9,2990.94
D,2021-01-23,18,3125.3,3178.28
D,2021-01-23,19,3119.7,3192.39
D,2021-01-23,20,3076.3,3136.09
D,2021-01-23,21,3010.7,3070.95
D,2021-01-23,22,2909.5,2974.63
D,2021-01-23,23,2781.9,2841.94
D,2021-01-23,24,2624.2,2711.05
T,24 lines
