C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211125_20211125.csv
C,Time period: 2021-11-25 to 2021-11-25
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-12-06 19:11:35 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-25,01,2214.3,2250.68
D,2021-11-25,02,2090.9,2174.77
D,2021-11-25,03,2034.8,2132.04
D,2021-11-25,04,2029.8,2118.02
D,2021-11-25,05,2057.1,2142.74
D,2021-11-25,06,2164.8,2226.19
D,2021-11-25,07,2278.6,2348.41
D,2021-11-25,08,2438.8,2435.23
D,2021-11-25,09,2512.2,2473.18
D,2021-11-25,10,2518.5,2497.74
D,2021-11-25,11,2533.1,2514.06
D,2021-11-25,12,2512.5,2581.71
D,2021-11-25,13,2505.6,2567.24
D,2021-11-25,14,2443.8,2503.05
D,2021-11-25,15,2381.4,2463.84
D,2021-11-25,16,2415.1,2450.68
D,2021-11-25,17,2531.0,2499.77
D,2021-11-25,18,2581.0,2503.95
D,2021-11-25,19,2553.3,2437.24
D,2021-11-25,20,2502.7,2393.64
D,2021-11-25,21,2493.5,2356.01
D,2021-11-25,22,2396.8,2296.86
D,2021-11-25,23,2243.0,2199.97
D,2021-11-25,24,2089.9,2095.55
T,24 lines
