C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201030_20201030.csv
C,Time period: 2020-10-30 to 2020-10-30
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-11-04 19:56:35 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-10-30,01,2082.0,2030.8
D,2020-10-30,02,2003.1,1965.6
D,2020-10-30,03,1941.9,1940.2
D,2020-10-30,04,1953.5,1984.1
D,2020-10-30,05,1998.9,2024.1
D,2020-10-30,06,2123.9,2099.7
D,2020-10-30,07,2429.4,2451.8
D,2020-10-30,08,2701.0,2681.8
D,2020-10-30,09,2832.0,2842.2
D,2020-10-30,10,2912.4,2933.1
D,2020-10-30,11,2921.6,3037.2
D,2020-10-30,12,2945.2,3085.2
D,2020-10-30,13,2894.8,3106.5
D,2020-10-30,14,2849.5,3092.0
D,2020-10-30,15,2816.7,3057.1
D,2020-10-30,16,2809.9,3028.3
D,2020-10-30,17,2872.6,2962.0
D,2020-10-30,18,2945.8,3000.9
D,2020-10-30,19,2924.9,3020.3
D,2020-10-30,20,2916.3,2931.6
D,2020-10-30,21,2813.0,2797.2
D,2020-10-30,22,2673.3,2752.6
D,2020-10-30,23,2542.3,2463.3
D,2020-10-30,24,2355.5,2061.6
T,24 lines
