"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210207.csv"
"C","Report for: 02/07/2021 - 02/07/2021"
"C","Report generated: 02/10/2021 01:59:36 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/07/2021","01",12021.4
"D","02/07/2021","02",11683.15
"D","02/07/2021","03",11522.4
"D","02/07/2021","04",11487.88
"D","02/07/2021","05",11582.61
"D","02/07/2021","06",11896.78
"D","02/07/2021","07",12418.06
"D","02/07/2021","08",12948.48
"D","02/07/2021","09",13683.07
"D","02/07/2021","10",14409.72
"D","02/07/2021","11",15015.68
"D","02/07/2021","12",15600.76
"D","02/07/2021","13",15993.84
"D","02/07/2021","14",16093.65
"D","02/07/2021","15",16067.08
"D","02/07/2021","16",16096.8
"D","02/07/2021","17",16390.21
"D","02/07/2021","18",17103.05
"D","02/07/2021","19",16838.13
"D","02/07/2021","20",15843.86
"D","02/07/2021","21",15198.32
"D","02/07/2021","22",14478.73
"D","02/07/2021","23",13913.4
"D","02/07/2021","24",13216.84
"T","24 lines"
