C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210303_20210303.csv
C,Time period: 2021-03-03 to 2021-03-03
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-03-07 01:03:48 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-03-03,01,2338.1,2560.26
D,2021-03-03,02,2269.9,2488.22
D,2021-03-03,03,2245.9,2459.78
D,2021-03-03,04,2239.6,2457.89
D,2021-03-03,05,2295.1,2512.62
D,2021-03-03,06,2439.8,2652.53
D,2021-03-03,07,2643.0,2884.1
D,2021-03-03,08,2784.8,3058.51
D,2021-03-03,09,2790.2,3094.63
D,2021-03-03,10,2720.7,2970.53
D,2021-03-03,11,2670.6,2857.44
D,2021-03-03,12,2605.0,2799.9
D,2021-03-03,13,2591.6,2766.96
D,2021-03-03,14,2549.0,2763.67
D,2021-03-03,15,2570.6,2777.98
D,2021-03-03,16,2566.9,2803.7
D,2021-03-03,17,2689.1,2897.58
D,2021-03-03,18,2793.4,3049.23
D,2021-03-03,19,2811.8,3077.36
D,2021-03-03,20,2710.8,2980.66
D,2021-03-03,21,2634.5,2858.17
D,2021-03-03,22,2503.6,2701.2
D,2021-03-03,23,2325.7,2515.37
D,2021-03-03,24,2168.3,2352.05
T,24 lines
