"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180908_20180922.csv"
"C","Report for: 09/08/2018 - 09/22/2018"
"C","Report generated: 04/13/2020 22:59:30 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","09/08/2018","01",11496.03
"D","09/08/2018","02",11221.82
"D","09/08/2018","03",11173.51
"D","09/08/2018","04",11023.92
"D","09/08/2018","05",11006.39
"D","09/08/2018","06",11231.1
"D","09/08/2018","07",11726.54
"D","09/08/2018","08",11858.3
"D","09/08/2018","09",12477.84
"D","09/08/2018","10",12851.29
"D","09/08/2018","11",12878.84
"D","09/08/2018","12",12756.95
"D","09/08/2018","13",12773.94
"D","09/08/2018","14",12777.5
"D","09/08/2018","15",12763.64
"D","09/08/2018","16",12832.12
"D","09/08/2018","17",13000.78
"D","09/08/2018","18",13188.33
"D","09/08/2018","19",13289.08
"D","09/08/2018","20",13479.51
"D","09/08/2018","21",13147.64
"D","09/08/2018","22",12474.43
"D","09/08/2018","23",11617.56
"D","09/08/2018","24",10823.01
"D","09/09/2018","01",10282.0
"D","09/09/2018","02",10098.58
"D","09/09/2018","03",10220.94
"D","09/09/2018","04",10124.35
"D","09/09/2018","05",10194.66
"D","09/09/2018","06",10333.62
"D","09/09/2018","07",10428.45
"D","09/09/2018","08",10754.82
"D","09/09/2018","09",10834.18
"D","09/09/2018","10",11240.24
"D","09/09/2018","11",11476.05
"D","09/09/2018","12",11555.83
"D","09/09/2018","13",11671.88
"D","09/09/2018","14",11670.43
"D","09/09/2018","15",11915.6
"D","09/09/2018","16",12134.08
"D","09/09/2018","17",12248.87
"D","09/09/2018","18",12787.29
"D","09/09/2018","19",13124.93
"D","09/09/2018","20",13444.23
"D","09/09/2018","21",13011.68
"D","09/09/2018","22",12126.16
"D","09/09/2018","23",11097.23
"D","09/09/2018","24",10209.61
"D","09/10/2018","01",9950.31
"D","09/10/2018","02",9760.13
"D","09/10/2018","03",9706.84
"D","09/10/2018","04",9860.12
"D","09/10/2018","05",10120.95
"D","09/10/2018","06",10367.93
"D","09/10/2018","07",11762.13
"D","09/10/2018","08",12786.81
"D","09/10/2018","09",13314.29
"D","09/10/2018","10",13659.86
"D","09/10/2018","11",13914.39
"D","09/10/2018","12",14001.58
"D","09/10/2018","13",14000.04
"D","09/10/2018","14",14133.83
"D","09/10/2018","15",14134.67
"D","09/10/2018","16",14169.56
"D","09/10/2018","17",14345.09
"D","09/10/2018","18",14709.54
"D","09/10/2018","19",14844.14
"D","09/10/2018","20",14858.48
"D","09/10/2018","21",14248.07
"D","09/10/2018","22",13233.01
"D","09/10/2018","23",12190.63
"D","09/10/2018","24",11391.68
"D","09/11/2018","01",10893.44
"D","09/11/2018","02",10755.88
"D","09/11/2018","03",10755.7
"D","09/11/2018","04",10797.73
"D","09/11/2018","05",10623.9
