04/09/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		965		219		184		426		3308		0		0		
	2		964		219		184		429		2764		0		0		
	3		965		221		184		442		2873		0		0		
	4		967		221		184		433		2875		0		0		
	5		967		224		184		441		2937		0		0		
	6		968		221		185		488		2777		0		0		
	7		968		218		186		493		2858		148		0		
	8		966		220		183		500		3029		2086		0		
	9		969		220		180		450		3095		5441		36		
	10		968		220		183		448		3328		7112		123		
	11		967		224		190		446		3539		7555		103		
	12		966		220		192		441		3516		8360		81		
	13		966		221		195		403		3468		8559		84		
	14		965		220		199		398		3493		8752		90		
	15		965		222		198		398		3679		8512		97		
	16		964		224		199		408		3774		8428		105		
	17		964		216		200		413		4000		7807		107		
	18		963		217		199		423		4301		6003		35		
	19		964		215		196		538		4057		1866		0		
	20		966		186		195		552		3131		44		0		
	21		967		183		190		552		2503		0		0		
	22		969		196		189		554		2889		0		0		
	23		970		217		178		525		3673		0		0		
	24		971		214		178		465		3649		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5102		2280		3927		6290		3570						
	2		4560		2280		4028		5815		3548						
	3		3720		2281		4744		5435		3460						
	4		4680		2280		3571		5336		3500						
	5		4753		2279		3508		5649		3601						
	6		4639		2280		4241		6297		3618						
	7		4871		2280		4651		7486		3669						
	8		6984		2281		4564		6250		3546						
	9		10391		2283		3929		3216		3371						
	10		12382		2284		3233		1699		3405						
	11		13024		2283		3078		633		3405						
	12		13776		2283		2672		86		3226						
	13		13896		2284		2572		-137		3190						
	14		14117		2282		2535		-191		3191						
	15		14071		2282		2618		-125		3148						
	16		14102		2282		2720		-39		3283						
	17		13707		2281		3010		588		3295						
	18		12141		2281		3517		2541		3391						
	19		7836		2282		4490		6338		3501						
	20		5074		2280		6304		8466		3881						
	21		4395		2280		7038		8898		3891						
	22		4797		2282		5904		8658		3795						
	23		5563		2282		4307		7755		3509						
	24		5477		2282		2969		7467		3456						
