10/09/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		957		300		227		179		1222		0		0		
	2		959		300		223		178		1266		0		0		
	3		958		300		223		179		1069		0		0		
	4		956		301		223		178		883		0		0		
	5		958		304		223		177		786		0		0		
	6		956		306		223		183		709		0		0		
	7		957		316		222		178		645		0		0		
	8		960		316		220		178		651		1510		0		
	9		957		316		220		179		511		6008		225		
	10		954		317		222		178		258		8471		466		
	11		951		310		220		175		208		9068		347		
	12		942		307		220		140		303		9214		359		
	13		934		305		221		128		374		9157		364		
	14		930		309		221		127		463		9161		438		
	15		930		308		221		162		1008		9142		452		
	16		931		301		222		168		1679		8599		392		
	17		933		304		222		169		2366		6714		309		
	18		934		303		223		174		2591		2530		154		
	19		940		313		223		236		2354		82		0		
	20		944		315		221		244		2510		0		0		
	21		950		304		219		211		2612		0		0		
	22		957		293		220		205		2606		0		0		
	23		956		285		220		204		2644		0		0		
	24		955		280		220		181		2754		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2885		2241		8068		7505		1795						
	2		2926		2245		7995		6850		1769						
	3		1771		2246		9027		6815		1553						
	4		2541		2243		8146		6738		1549						
	5		2448		2234		8321		6852		1773						
	6		2377		2236		8434		8226		1756						
	7		2318		2238		9401		8782		2165						
	8		3835		2239		9114		8674		2216						
	9		8416		2241		7369		6291		1915						
	10		10866		2243		6615		4978		1480						
	11		11279		2243		6273		4753		1390						
	12		11485		2243		6149		4708		1440						
	13		11483		2241		6413		4738		1512						
	14		11649		2239		6535		5011		1421						
	15		12223		2237		6849		4317		1554						
	16		12292		2235		7202		4089		1828						
	17		11017		2236		7947		4867		1954						
	18		6909		2237		9821		7408		2290						
	19		4148		2238		11202		8779		2959						
	20		4234		2243		11248		8789		3302						
	21		4296		2241		10267		9179		2834						
	22		4281		2243		9566		8665		2476						
	23		4309		2246		8989		7508		2150						
	24		4390		2247		8649		6197		1995						
