06/12/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		939		268		192		190		4915		0		0		
	2		942		269		193		188		4908		0		0		
	3		943		270		194		188		4573		0		0		
	4		943		268		195		187		4340		0		0		
	5		940		266		194		205		4090		0		0		
	6		940		274		194		209		3641		32		0		
	7		943		287		193		210		3009		2574		51		
	8		941		287		194		190		2260		7690		177		
	9		936		290		193		187		1501		10377		226		
	10		932		287		194		186		693		11446		246		
	11		927		284		193		181		370		12003		251		
	12		924		282		191		189		301		12344		252		
	13		921		280		191		217		317		12427		251		
	14		920		280		191		219		394		12349		252		
	15		918		280		190		218		479		12216		250		
	16		915		281		191		216		983		11829		245		
	17		913		289		191		196		2011		11094		228		
	18		914		279		192		163		2728		9694		192		
	19		915		274		192		188		3377		6122		122		
	20		918		273		193		198		3821		1443		19		
	21		921		274		193		206		3924		78		0		
	22		922		273		193		204		4118		0		0		
	23		927		260		193		195		3873		0		0		
	24		929		249		193		195		3809		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6470		2281		5605		8052		1230						
	2		6465		2281		5384		7409		965						
	3		6151		2279		4783		7294		1190						
	4		5903		2280		4505		7267		1250						
	5		5670		2280		4433		7454		1261						
	6		5299		2280		4570		7779		1301						
	7		7067		2279		4297		6393		1167						
	8		11554		2280		2867		3788		1188						
	9		13673		2281		2518		2253		940						
	10		13972		2281		2807		1841		695						
	11		14196		2280		3010		1859		517						
	12		14472		2281		3591		1561		273						
	13		14602		2282		3390		1282		732						
	14		14612		2282		3569		2340		721						
	15		14550		2281		4554		2801		940						
	16		14642		2281		5586		3168		1161						
	17		14928		2282		6681		3132		1396						
	18		14233		2281		7968		3938		1544						
	19		11412		2280		9884		4873		2555						
	20		7029		2280		10974		6953		3663						
	21		5589		2281		10933		8098		3538						
	22		5681		2282		10611		7715		3361						
	23		5415		2282		9790		7749		2398						
	24		5338		2282		8182		7901		2025						
