03/26/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		948		347		225		454		540		0		0		
	2		948		342		225		420		548		0		0		
	3		948		349		225		441		737		0		0		
	4		949		351		225		443		567		0		0		
	5		950		350		225		482		578		0		0		
	6		950		349		225		484		657		0		0		
	7		949		343		224		559		578		0		0		
	8		949		345		221		539		553		1242		0		
	9		941		339		220		433		425		4286		191		
	10		938		329		221		396		342		6777		305		
	11		937		321		221		397		398		8241		190		
	12		936		323		221		395		517		9041		266		
	13		934		327		221		395		665		8460		284		
	14		932		334		221		398		755		8473		203		
	15		932		334		221		400		1128		8424		217		
	16		933		339		223		398		1514		7294		434		
	17		932		343		222		396		1645		6105		488		
	18		932		342		224		489		1423		3878		399		
	19		933		342		224		591		1274		952		191		
	20		935		343		233		632		1230		0		12		
	21		936		338		235		631		1139		0		0		
	22		937		345		234		596		1332		0		0		
	23		942		349		234		507		1462		0		0		
	24		943		344		234		472		1416		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2514		2262		5680		6677		3395						
	2		2483		2261		5403		6110		3366						
	3		1752		2261		6136		5714		3234						
	4		2535		2261		5083		5910		3252						
	5		2585		2260		5153		6074		3394						
	6		2665		2259		5565		6641		3684						
	7		2653		2260		6365		8270		3815						
	8		3849		2261		6763		7924		3797						
	9		6835		2260		5233		6442		3617						
	10		9308		2259		3908		4764		3389						
	11		10705		2260		3371		2989		3356						
	12		11699		2260		3023		2114		3152						
	13		11286		2259		3093		1751		3222						
	14		11316		2259		3127		1772		3103						
	15		11656		2260		3059		1647		3163						
	16		11135		2260		3154		2304		3252						
	17		10131		2260		4229		2814		3327						
	18		7687		2260		5104		5024		3676						
	19		4507		2260		6601		7772		3851						
	20		3385		2258		8837		7909		4059						
	21		3279		2257		8680		7928		4170						
	22		3444		2257		7906		7686		3798						
	23		3494		2257		7289		6585		3659						
	24		3409		2257		5841		6387		3655						
