04/08/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1014		247		214		155		4659		0		0		
	2		1015		242		215		156		4587		0		0		
	3		1019		238		212		156		4525		0		0		
	4		1020		241		214		156		4299		0		0		
	5		1020		243		214		154		4322		0		0		
	6		968		237		213		158		4153		0		0		
	7		971		236		213		204		3821		165		0		
	8		976		232		213		187		3470		3483		0		
	9		954		230		212		177		3442		8989		172		
	10		967		224		212		129		3475		11155		250		
	11		969		226		212		143		3191		11281		308		
	12		966		228		212		130		3144		11179		430		
	13		953		227		213		127		3477		10969		478		
	14		923		223		212		127		3864		10904		495		
	15		900		229		211		128		3909		10878		493		
	16		866		234		213		135		4002		11223		505		
	17		812		232		210		174		4433		8945		485		
	18		926		222		210		182		4767		7743		375		
	19		931		218		212		230		4880		2667		102		
	20		941		219		214		232		4721		35		0		
	21		958		218		213		233		4318		0		0		
	22		966		219		214		238		4114		0		0		
	23		969		217		214		221		4157		0		0		
	24		969		217		215		168		4541		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6263		1147		6895		6242		1159						
	2		6179		1147		6569		6015		993						
	3		6116		1147		6104		6195		946						
	4		5895		1147		6295		6046		994						
	5		5916		1147		6561		6065		1078						
	6		5694		1142		6833		6754		1481						
	7		5585		1135		7031		7819		1973						
	8		8291		1127		6946		6146		1664						
	9		13974		1125		4871		3054		999						
	10		16276		1147		3886		1347		606						
	11		16374		1147		3228		1109		387						
	12		16267		1146		3011		689		381						
	13		16446		1146		2860		424		287						
	14		16739		1146		2907		143		312						
	15		16749		1146		3078		188		229						
	16		17152		1146		3407		245		338						
	17		15418		1146		4112		1410		812						
	18		14519		1147		5350		2105		1043						
	19		9530		1147		6681		5979		2164						
	20		6403		1147		9119		7473		2611						
	21		5918		1147		9391		7725		2639						
	22		5715		1147		9058		7590		2356						
	23		5728		1146		8764		6960		1693						
	24		6062		1147		7758		6526		1185						
