11/20/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		941		328		211		385		874		0		0		
	2		940		329		210		380		1034		0		0		
	3		939		327		209		379		1220		0		0		
	4		938		328		209		380		1028		0		0		
	5		937		327		209		385		655		0		0		
	6		937		327		209		528		562		0		0		
	7		937		330		209		547		523		125		0		
	8		936		339		207		549		621		1942		0		
	9		935		339		211		405		654		4406		0		
	10		928		343		212		367		751		5837		17		
	11		932		337		211		367		872		6117		159		
	12		932		328		204		372		875		6103		129		
	13		931		327		198		372		953		6037		160		
	14		931		326		209		371		1504		5531		116		
	15		931		328		213		377		1900		4570		26		
	16		930		331		214		464		2099		2336		0		
	17		931		332		214		595		2037		241		0		
	18		931		328		214		600		1739		0		0		
	19		929		330		214		602		1513		0		0		
	20		929		329		214		602		1236		0		0		
	21		930		323		213		577		975		0		0		
	22		931		318		213		570		771		0		0		
	23		930		306		212		431		727		0		0		
	24		930		308		212		415		703		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2740		2267		5085		8165		2392						
	2		2895		2265		4826		7706		2270						
	3		3077		2264		4478		7562		2231						
	4		2885		2262		4586		7635		2220						
	5		2512		2261		5586		7575		2214						
	6		2564		2262		6221		7940		2459						
	7		2671		2263		6857		8931		2762						
	8		4596		2263		7042		7877		2861						
	9		6950		2263		6625		6831		2441						
	10		8456		2263		6522		6158		2223						
	11		9000		2263		6391		5706		2203						
	12		8948		2263		6379		5796		2285						
	13		8984		2263		6658		5702		2269						
	14		8993		2263		7010		5940		2206						
	15		8350		2262		7405		6301		2311						
	16		6375		2260		7939		7461		2455						
	17		4349		2259		9740		8166		2977						
	18		3812		2261		10738		9247		3273						
	19		3588		2263		10421		9621		3213						
	20		3310		2262		10139		9529		3073						
	21		3018		2263		10055		9050		3015						
	22		2803		2264		9302		8867		2764						
	23		2606		2263		7997		8445		2765						
	24		2568		2265		7037		8012		2530						
