12/10/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		936		297		214		150		1420		0		0		
	2		956		296		215		150		1919		0		0		
	3		956		295		216		151		1679		0		0		
	4		955		298		216		150		1452		0		0		
	5		956		301		217		150		1294		0		0		
	6		957		303		216		164		1428		0		0		
	7		957		306		214		168		1559		0		0		
	8		960		308		209		165		1568		1588		0		
	9		957		308		201		163		1645		4329		90		
	10		954		308		200		157		1567		5812		122		
	11		950		308		200		153		1626		6668		138		
	12		949		306		200		152		1906		7150		236		
	13		948		308		204		151		2015		7338		267		
	14		948		307		205		154		2121		7604		182		
	15		949		305		204		159		2865		7076		254		
	16		951		312		206		168		3247		4007		138		
	17		954		313		206		183		3142		387		0		
	18		953		309		211		185		3453		0		0		
	19		956		309		218		184		3959		0		0		
	20		1011		306		215		180		3783		0		0		
	21		1024		308		209		180		3680		0		0		
	22		1027		310		209		174		3680		0		0		
	23		1018		304		217		161		3519		0		0		
	24		945		293		219		150		3512		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2951		1095		8149		8629		832						
	2		3491		1096		7153		8391		783						
	3		3274		1095		6986		8460		767						
	4		3041		1096		7109		8445		832						
	5		2886		1097		8032		8199		814						
	6		3006		1096		9295		7895		1123						
	7		3187		1096		10333		8349		1634						
	8		4630		1107		10769		7846		1470						
	9		7614		1120		9157		6675		1036						
	10		9145		1113		8461		5338		822						
	11		10017		1107		7462		4556		814						
	12		10912		1096		6381		4004		816						
	13		11191		1095		6199		3402		810						
	14		11520		1095		6247		3173		985						
	15		11829		1096		6817		3105		905						
	16		9262		1096		7370		5669		1384						
	17		5271		1096		10316		7754		1824						
	18		5051		1096		12341		8137		2222						
	19		5586		1097		11771		8432		2112						
	20		5469		1096		11236		8572		2082						
	21		5348		1097		11089		8193		1931						
	22		5386		1098		10184		8330		1485						
	23		5197		1097		8943		8353		1207						
	24		5075		1097		7571		8377		981						
