08/25/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		947		349		238		331		2637		0		0		
	2		948		362		239		327		2497		0		0		
	3		949		377		239		322		2400		0		0		
	4		950		390		238		319		2236		0		0		
	5		951		391		238		284		2022		0		0		
	6		953		391		239		282		1648		0		0		
	7		953		397		239		323		1565		197		0		
	8		952		396		237		327		1364		2747		118		
	9		947		397		237		300		1115		6255		304		
	10		971		396		237		282		827		7894		369		
	11		971		392		237		276		583		8469		401		
	12		969		380		236		275		547		9045		328		
	13		965		382		235		314		668		9641		506		
	14		962		384		236		318		994		9551		572		
	15		960		392		236		318		1313		9205		552		
	16		959		393		241		318		1812		8571		540		
	17		961		394		241		320		2198		7586		508		
	18		962		393		240		453		2594		5615		423		
	19		964		393		241		499		2946		2059		178		
	20		963		393		240		504		3432		85		0		
	21		965		393		241		501		3613		0		0		
	22		967		388		237		487		3501		0		0		
	23		967		379		237		392		3457		0		0		
	24		970		380		240		322		3411		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4502		2247		6983		9391		2774						
	2		4373		2247		6040		9116		2724						
	3		3338		2246		6156		9202		2603						
	4		4133		2245		4932		9121		2558						
	5		3886		2247		4982		9142		2649						
	6		3513		2250		5459		9449		2762						
	7		3674		2254		5323		9860		2911						
	8		6141		2256		4543		8697		2809						
	9		9555		2255		3780		7276		2306						
	10		10976		2254		3451		6898		2235						
	11		11329		2254		3529		6774		2252						
	12		11780		2254		3912		6336		2258						
	13		12711		2249		4634		5870		2192						
	14		13017		2246		5381		5733		2220						
	15		12976		2244		6064		6324		2358						
	16		12834		2241		7407		6646		2387						
	17		12208		2240		8379		7404		2527						
	18		10680		2242		9642		7904		2844						
	19		7280		2244		11159		8899		3555						
	20		5617		2242		11491		9247		3930						
	21		5713		2249		10737		9713		3791						
	22		5580		2251		10039		9473		3399						
	23		5432		2244		9244		8902		2878						
	24		5323		2243		7785		8558		2701						
