01/25/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		966		329		224		98		3114		0		0		
	2		965		329		224		96		2950		0		0		
	3		956		313		225		95		2509		0		0		
	4		939		306		223		91		3849		0		0		
	5		870		306		223		91		4804		0		0		
	6		823		303		222		107		4422		0		0		
	7		773		303		221		123		4264		0		0		
	8		735		266		220		151		4099		497		0		
	9		738		256		220		114		4092		2767		0		
	10		738		276		219		104		4269		4776		0		
	11		737		311		219		95		4384		5679		0		
	12		735		319		221		94		4551		5828		0		
	13		736		323		221		98		4574		5937		0		
	14		737		323		223		101		4438		5116		0		
	15		736		325		224		101		4087		4151		0		
	16		737		325		223		106		3801		3359		0		
	17		739		337		222		154		3590		1183		0		
	18		739		336		222		168		3146		11		0		
	19		739		341		221		172		3169		0		0		
	20		738		345		221		173		3045		0		0		
	21		740		348		220		136		3021		0		0		
	22		741		346		220		118		3107		0		0		
	23		742		349		219		106		3349		0		0		
	24		743		347		219		104		3538		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4683		2269		4920		7956		507						
	2		4550		2268		4708		7791		472						
	3		4061		2269		5035		7776		456						
	4		5281		2269		4675		7201		457						
	5		6253		2268		4758		6766		474						
	6		5870		2268		5353		7697		592						
	7		5639		2269		6625		8307		1144						
	8		5918		2269		7387		8690		1402						
	9		8038		2269		7484		7625		898						
	10		10320		2268		7885		5369		213						
	11		11369		2270		6349		4971		84						
	12		11761		2270		5746		4548		128						
	13		11905		2270		6021		3801		214						
	14		11003		2270		6562		3854		180						
	15		9645		2270		6802		5321		183						
	16		8643		2269		7087		6705		355						
	17		6378		2270		7909		7960		1475						
	18		4633		2271		9746		9201		2609						
	19		4616		2271		10604		8954		2857						
	20		4491		2271		10296		8865		2690						
	21		4442		2272		10026		8946		2042						
	22		4498		2273		9739		8874		1139						
	23		4732		2273		8763		8365		668						
	24		4908		2274		7468		7928		587						
