07/17/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		963		224		169		421		3421		0		0		
	2		963		223		169		373		3391		0		0		
	3		962		234		170		381		3269		0		0		
	4		963		243		170		371		3046		0		0		
	5		963		245		169		372		3123		0		0		
	6		964		251		169		418		2912		0		0		
	7		966		254		167		435		2449		654		20		
	8		966		257		166		418		2007		3263		164		
	9		967		258		165		410		2093		6032		345		
	10		947		260		165		421		2152		7180		419		
	11		927		261		168		431		2031		7678		443		
	12		924		259		167		431		2038		7996		438		
	13		923		259		170		472		2189		8087		296		
	14		923		259		170		482		2477		7979		185		
	15		923		260		167		543		2863		7980		176		
	16		922		261		167		580		3052		7997		168		
	17		924		261		169		584		3258		7223		171		
	18		925		258		168		582		3650		6119		172		
	19		947		259		171		595		3749		3625		109		
	20		961		260		172		595		3794		764		12		
	21		967		260		172		584		3890		0		0		
	22		968		261		172		529		3873		0		0		
	23		970		251		171		453		3653		0		0		
	24		975		248		171		431		3503		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5092		2259		7949		8467		4158						
	2		5119		2260		6665		8134		4099						
	3		5015		2263		6149		8017		4101						
	4		4793		2265		5848		8086		4038						
	5		4874		2266		5858		8154		4075						
	6		4714		2266		6490		8741		4138						
	7		4945		2267		7253		9046		4169						
	8		7243		2267		7428		8620		4011						
	9		10271		2267		7074		7826		3866						
	10		11544		2264		7605		7480		3908						
	11		11939		2263		8465		7820		4087						
	12		12253		2264		9524		7767		4209						
	13		12397		2260		10480		7775		4357						
	14		12476		2259		11673		7839		4681						
	15		12912		2261		12610		7565		4997						
	16		13147		2263		13180		7752		5247						
	17		12591		2262		14141		7967		5443						
	18		11874		2262		14936		8044		5514						
	19		9455		2259		15905		8753		5702						
	20		6557		2259		16931		9183		5683						
	21		5873		2260		16164		9378		5600						
	22		5803		2262		14942		9232		5033						
	23		5497		2263		12201		8998		4882						
	24		5328		2263		9509		8780		4702						
