12/04/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1009		360		232		133		847		0		0		
	2		1009		366		231		135		782		0		0		
	3		1009		352		231		134		824		0		0		
	4		1009		341		231		133		890		0		0		
	5		1008		342		231		175		845		0		0		
	6		1009		344		231		236		849		0		0		
	7		1009		346		228		281		856		0		0		
	8		1009		327		226		247		848		1283		0		
	9		1004		321		226		186		956		3256		0		
	10		1003		320		226		175		1278		4598		45		
	11		1003		322		225		142		1547		5207		131		
	12		1002		320		225		100		1692		4996		252		
	13		1005		323		227		94		1721		4844		276		
	14		1006		328		227		94		1533		4389		382		
	15		1006		328		231		130		1371		3894		348		
	16		1007		329		234		181		1306		2088		201		
	17		1007		343		236		370		1325		116		0		
	18		1007		350		236		381		1245		0		0		
	19		1007		357		236		379		1325		0		0		
	20		1007		354		238		310		1205		0		0		
	21		1009		351		237		273		1205		0		0		
	22		1008		353		237		233		919		0		0		
	23		1003		346		238		174		643		0		0		
	24		999		345		238		142		587		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2581		917		9088		7243		1878						
	2		2523		940		8390		7193		1816						
	3		1541		940		9038		7125		1776						
	4		2604		942		8473		6921		1723						
	5		2601		941		8772		7008		1962						
	6		2669		950		9231		7870		2063						
	7		2720		961		10186		8997		2273						
	8		3940		974		10830		8414		2283						
	9		5949		978		9940		7541		1845						
	10		7645		980		8625		6959		1666						
	11		8577		981		8086		6608		1601						
	12		8587		981		7905		6691		1660						
	13		8490		972		7966		6637		1653						
	14		7959		957		8360		6524		1824						
	15		7308		966		8987		6472		1971						
	16		5346		1055		9863		7704		2110						
	17		3397		1227		10890		8969		2825						
	18		3219		1376		13110		9053		2671						
	19		3304		1504		13099		9337		2297						
	20		3114		1569		12565		9573		2280						
	21		3075		1582		11785		9504		2431						
	22		2750		1585		11229		9158		2194						
	23		2404		1616		10787		7937		2114						
	24		2311		1621		9463		7574		1910						
