10/24/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		856		270		203		97		3599		0		0		
	2		855		271		203		91		3823		0		0		
	3		853		272		203		93		3545		0		0		
	4		851		273		203		94		3191		0		0		
	5		850		277		204		96		3104		0		0		
	6		848		279		203		135		3249		0		0		
	7		844		279		208		137		3447		0		0		
	8		842		279		210		132		3518		929		0		
	9		842		278		211		137		3456		4064		0		
	10		805		295		210		140		3220		6636		0		
	11		789		312		210		105		3153		7630		0		
	12		785		309		209		79		3216		7925		0		
	13		798		284		209		80		3682		7810		0		
	14		813		276		209		84		3855		7601		0		
	15		836		278		210		83		3793		7774		0		
	16		837		279		206		123		3438		7634		0		
	17		842		279		206		144		2908		5132		0		
	18		847		298		209		198		2281		1137		0		
	19		852		311		210		259		2028		0		0		
	20		851		312		208		265		1814		0		0		
	21		849		315		210		233		1873		0		0		
	22		849		322		210		228		1823		0		0		
	23		851		321		210		227		1984		0		0		
	24		852		286		210		195		2185		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4984		1105		8188		5569		917						
	2		5201		1099		7390		5439		848						
	3		4946		1113		7358		5024		1006						
	4		4593		1136		7134		5231		979						
	5		4482		1136		6903		5489		998						
	6		4659		1136		6895		5340		1155						
	7		4876		1135		7541		5046		1316						
	8		5792		1136		7536		4525		1467						
	9		8825		1136		5909		3967		1197						
	10		11230		1135		4472		3327		1153						
	11		12170		1136		3748		3393		893						
	12		12515		1136		4069		3277		643						
	13		12854		1135		4076		3183		527						
	14		12840		1135		3955		3541		503						
	15		12987		1135		3968		3124		787						
	16		12566		1135		5177		2755		926						
	17		9752		1134		7393		3974		1168						
	18		5122		1134		10864		5896		1554						
	19		3665		1134		12654		6581		1799						
	20		3418		1133		12781		6659		1712						
	21		3446		1133		12494		6500		1313						
	22		3399		1133		12032		6548		997						
	23		3549		1134		11297		5898		872						
	24		3686		1134		10116		5560		835						
