02/02/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		945		326		241		281		1654		0		0		
	2		944		325		240		283		1592		0		0		
	3		944		333		241		283		1611		0		0		
	4		944		333		240		289		1700		0		0		
	5		942		342		240		292		1521		0		0		
	6		947		346		240		344		1192		0		0		
	7		947		336		238		386		1220		0		0		
	8		947		339		238		358		1285		334		0		
	9		946		317		237		330		1059		1523		0		
	10		948		318		239		304		1413		2754		0		
	11		948		313		240		269		1578		3901		0		
	12		947		309		242		267		1213		3934		0		
	13		946		318		243		264		1299		3327		0		
	14		945		319		243		256		1620		3556		0		
	15		945		316		241		243		1650		3462		0		
	16		946		312		230		294		1502		2416		0		
	17		947		311		231		369		1759		1062		0		
	18		949		318		237		435		1878		5		0		
	19		915		316		238		426		1645		0		0		
	20		910		320		234		433		1557		0		0		
	21		911		328		236		433		1401		0		0		
	22		911		326		236		344		2101		0		0		
	23		912		329		236		296		2497		0		0		
	24		912		330		234		292		2714		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3447		2260		7214		5483		2088						
	2		3384		2261		6774		5324		1923						
	3		2468		2261		7587		5209		1916						
	4		3506		2261		6507		4972		1910						
	5		3337		2261		6761		4938		1962						
	6		3069		2262		7090		5099		2335						
	7		3127		2263		7195		5954		2274						
	8		3501		2262		7608		5842		2356						
	9		4412		2262		7816		5625		2279						
	10		5976		2262		7559		5125		2139						
	11		7249		2262		7116		4964		1974						
	12		6912		2262		6971		5174		2054						
	13		6397		2261		7336		4858		2109						
	14		6939		2261		6909		4411		2243						
	15		6857		2260		6612		4667		2393						
	16		5700		2259		7515		4993		2415						
	17		4679		2259		8095		5778		2541						
	18		3822		2260		8665		7705		2703						
	19		3540		2260		8922		8525		2729						
	20		3454		2260		8885		8346		2625						
	21		3309		2260		9035		7769		2578						
	22		3918		2263		8907		6797		2484						
	23		4270		2264		8118		5991		2506						
	24		4482		2261		7174		5433		2416						
