06/11/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		815		336		194		333		2883		0		0		
	2		816		338		194		325		2817		0		0		
	3		818		337		194		324		2742		0		0		
	4		818		338		195		326		2488		0		0		
	5		821		341		189		327		2097		0		0		
	6		821		344		185		336		1759		7		0		
	7		822		359		185		344		1653		1943		90		
	8		818		360		185		338		1525		6195		226		
	9		813		353		184		346		1376		8900		251		
	10		809		339		184		347		1235		10040		253		
	11		809		333		185		345		1164		10628		356		
	12		806		341		184		345		1051		10892		376		
	13		802		342		184		344		1030		10989		372		
	14		800		342		186		343		1335		10945		370		
	15		799		340		186		342		1457		10782		367		
	16		796		347		186		343		2209		10393		367		
	17		793		362		186		355		2614		9614		357		
	18		797		362		186		406		2762		8171		345		
	19		799		363		187		408		2873		4801		268		
	20		821		362		188		406		2533		1050		61		
	21		842		355		189		394		1998		0		0		
	22		846		346		189		403		1794		0		0		
	23		850		332		188		381		1706		0		0		
	24		851		327		188		340		1893		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4561		2279		8031		8757		2477						
	2		4490		2277		7206		8666		1993						
	3		4415		2277		6662		8489		1638						
	4		4165		2275		6714		8460		1385						
	5		3775		2273		7051		8882		1161						
	6		3452		2273		7410		9216		1268						
	7		5396		2273		7119		8079		1334						
	8		9647		2272		6063		5955		1118						
	9		12223		2272		5878		4289		1125						
	10		13207		2272		6133		3725		1189						
	11		13820		2273		6305		3865		1285						
	12		13995		2272		7126		3985		1406						
	13		14063		2269		7181		4765		1869						
	14		14321		2270		8045		5010		2369						
	15		14273		2271		9816		4831		2630						
	16		14641		2272		11093		4579		2859						
	17		14281		2272		12076		4394		3339						
	18		13029		2273		13239		4927		3494						
	19		9699		2274		14600		6113		4090						
	20		5421		2274		15927		7286		4493						
	21		3778		2273		15742		8166		4151						
	22		3578		2274		14849		7986		3821						
	23		3457		2275		12556		8522		3016						
	24		3599		2274		9825		8824		2680						
