06/04/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		916		317		197		354		2907		0		16		
	2		920		315		198		346		3000		0		16		
	3		922		317		198		308		2888		0		15		
	4		924		320		198		310		2683		0		14		
	5		924		326		198		349		2330		0		13		
	6		920		337		197		348		2028		9		12		
	7		913		352		195		350		1594		1860		91		
	8		838		353		189		312		1270		6172		306		
	9		856		353		179		314		958		8971		385		
	10		882		334		181		318		712		10112		401		
	11		854		312		182		314		590		10715		409		
	12		871		318		184		313		549		11033		395		
	13		844		313		183		314		616		11138		405		
	14		882		319		187		350		717		11043		404		
	15		856		321		182		364		1081		10913		401		
	16		865		324		171		365		1482		10400		396		
	17		883		342		179		367		2192		9456		382		
	18		889		343		173		368		2202		8041		340		
	19		890		344		195		373		1934		4652		241		
	20		896		344		199		409		1828		908		67		
	21		900		347		197		374		2048		0		15		
	22		901		351		197		369		2200		0		16		
	23		906		335		195		362		2396		0		16		
	24		911		324		196		356		2903		0		16		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4707		2271		9354		7270		2828						
	2		4795		2270		7039		8384		2386						
	3		4648		2269		6489		8231		2116						
	4		4449		2269		6048		8276		2033						
	5		4140		2266		5944		8276		2186						
	6		3851		2266		6909		8320		2174						
	7		5355		2265		7008		7747		1982						
	8		9440		2267		5727		6189		1744						
	9		12016		2267		5026		5131		1632						
	10		12940		2267		6021		4375		1483						
	11		13376		2266		6422		4215		1703						
	12		13663		2263		6902		4477		1739						
	13		13813		2259		7826		4282		2144						
	14		13902		2258		8784		3925		2916						
	15		14118		2256		9683		3894		3235						
	16		14003		2259		10923		3752		3507						
	17		13801		2258		11611		3877		3714						
	18		12356		2262		12671		4396		4167						
	19		8629		2265		15308		5446		4425						
	20		4651		2267		16798		6903		4456						
	21		3881		2269		15453		8043		4315						
	22		4034		2270		14746		7255		3961						
	23		4210		2270		12445		7424		3363						
	24		4706		2270		9895		7473		2963						
