08/30/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		957		401		239		371		3343		0		0		
	2		964		403		239		344		3422		0		0		
	3		971		403		239		343		3696		0		0		
	4		972		404		239		347		3736		0		0		
	5		971		406		240		343		3351		0		0		
	6		960		405		239		380		2810		0		0		
	7		931		405		239		391		2671		213		0		
	8		934		403		238		389		2325		3361		107		
	9		937		401		240		355		1731		7369		340		
	10		932		378		236		352		1239		9068		486		
	11		927		396		236		346		1002		10006		500		
	12		924		394		237		351		1096		10275		510		
	13		922		400		238		386		1349		10434		527		
	14		921		403		238		389		1622		10450		524		
	15		919		401		237		387		1800		10296		525		
	16		931		403		236		385		2102		9874		514		
	17		944		399		236		386		2339		9005		482		
	18		946		401		238		400		2814		6618		404		
	19		946		401		237		456		3055		2362		144		
	20		947		401		238		458		3474		275		0		
	21		949		397		239		423		3675		129		0		
	22		952		398		238		414		3629		0		0		
	23		943		401		238		391		3869		0		0		
	24		935		399		238		392		3431		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5311		2249		8838		8171		2805						
	2		5372		2249		7299		8301		2683						
	3		4681		2248		7107		8244		2555						
	4		5698		2249		5804		7988		2544						
	5		5311		2250		6028		8004		2704						
	6		4794		2253		7469		7759		3074						
	7		4850		2254		8293		8269		3369						
	8		7757		2257		7681		7408		3158						
	9		11373		2259		6899		5856		2808						
	10		12691		2262		7459		5044		2698						
	11		13413		2257		8196		4636		2674						
	12		13787		2250		8576		5055		2779						
	13		14256		2249		9784		4622		2851						
	14		14547		2250		11185		4572		3193						
	15		14565		2250		13110		4604		3188						
	16		14445		2250		13825		5722		3301						
	17		13791		2251		14627		6097		4065						
	18		11821		2253		15159		7438		4484						
	19		7601		2255		16696		8882		4936						
	20		5793		2258		16572		9125		5005						
	21		5812		2259		15093		9606		4548						
	22		5631		2255		14099		8821		4249						
	23		5842		2253		11546		8572		4044						
	24		5395		2251		10121		8079		3711						
