06/13/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		869		324		193		368		5089		0		0		
	2		873		324		193		361		4807		0		0		
	3		873		324		194		359		4364		0		0		
	4		873		325		194		359		4408		0		0		
	5		874		330		194		361		4115		0		0		
	6		875		333		195		370		3560		4		0		
	7		875		341		194		376		3197		1771		0		
	8		878		342		194		378		3489		5443		0		
	9		875		342		195		342		3673		7361		0		
	10		870		322		194		341		4077		7595		57		
	11		870		315		194		339		4303		7447		36		
	12		866		319		194		338		4467		7769		38		
	13		865		318		194		338		4436		7499		179		
	14		862		319		194		336		4559		7640		242		
	15		860		319		193		334		4667		8163		241		
	16		859		323		194		335		4831		8842		239		
	17		857		341		194		374		4830		9135		234		
	18		858		341		195		385		4784		8623		213		
	19		859		341		195		385		4837		5396		158		
	20		860		342		195		387		4579		1177		32		
	21		864		342		194		388		4048		0		0		
	22		865		340		182		388		4392		0		0		
	23		867		334		184		379		4456		0		0		
	24		868		328		185		372		4492		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6843		2265		3308		8750		2003						
	2		6558		2263		2479		9007		1729						
	3		6114		2263		2313		9351		1408						
	4		6159		2263		2235		9161		1233						
	5		5874		2264		1794		9633		1387						
	6		5337		2266		1910		9876		1685						
	7		6754		2266		2107		8624		1268						
	8		10724		2267		2467		5120		690						
	9		12788		2268		2561		2758		746						
	10		13456		2270		2640		1750		634						
	11		13504		2270		2684		1251		753						
	12		13991		2271		2626		906		609						
	13		13829		2270		2436		1433		601						
	14		14152		2270		2317		1481		592						
	15		14777		2270		2191		1520		633						
	16		15623		2269		2207		1603		705						
	17		15965		2269		2452		2034		960						
	18		15399		2271		2551		3477		1403						
	19		12171		2272		3321		5902		2232						
	20		7572		2270		5115		8096		3270						
	21		5836		2269		5920		9349		3377						
	22		6167		2270		5015		9819		3144						
	23		6220		2268		4171		9588		2708						
	24		6245		2267		3373		9763		1837						
