07/04/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1030		256		180		500		2543		0		0		
	2		1031		255		180		481		2382		0		0		
	3		1032		257		181		481		2402		0		0		
	4		1033		257		181		478		2347		0		0		
	5		1033		257		182		480		2199		0		0		
	6		1033		258		183		496		2069		0		0		
	7		1033		261		180		481		2029		1186		96		
	8		1031		261		180		423		1862		4498		313		
	9		1027		262		179		422		1615		7071		471		
	10		1023		262		180		430		1511		8137		513		
	11		1020		261		182		448		1220		8727		522		
	12		1018		261		184		457		1030		9072		523		
	13		1016		260		184		457		1130		9182		516		
	14		1015		261		180		490		1514		9142		507		
	15		1018		260		180		527		1865		8971		504		
	16		1019		261		181		568		2228		8546		499		
	17		1019		260		179		590		2545		7846		485		
	18		1020		261		179		597		2882		6593		432		
	19		1021		260		181		646		2725		4032		308		
	20		1022		259		181		646		2592		998		62		
	21		1021		258		182		645		2657		57		0		
	22		1023		257		180		601		2661		0		0		
	23		1025		253		180		557		2890		0		0		
	24		1026		249		180		501		3046		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4375		2271		6808		8094		4138						
	2		4329		2271		5730		7727		4025						
	3		4353		2272		4513		7797		4080						
	4		4296		2272		4188		7490		4087						
	5		4151		2273		3974		7626		4120						
	6		4039		2273		3795		7996		4120						
	7		5266		2272		2829		7749		3987						
	8		8568		2272		2878		5351		3518						
	9		11046		2273		2693		4100		3355						
	10		12055		2273		2842		3922		3642						
	11		12380		2273		3070		4454		3871						
	12		12545		2273		3491		4952		3993						
	13		12746		2274		3784		5820		4013						
	14		13110		2272		4442		6048		4213						
	15		13326		2270		5593		6243		4306						
	16		13302		2270		6676		6490		4463						
	17		12925		2272		7861		6658		4506						
	18		11964		2272		8132		7286		4963						
	19		9173		2271		10079		7383		5497						
	20		5760		2272		10827		8862		5674						
	21		4820		2272		10742		9174		5306						
	22		4722		2272		9699		9119		5134						
	23		4906		2271		9214		8177		5014						
	24		5003		2272		7587		8117		4475						
