11/17/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		954		350		230		366		1315		0		0		
	2		954		349		229		353		1834		0		0		
	3		955		349		228		351		1991		0		0		
	4		955		348		228		353		2379		0		0		
	5		955		343		226		349		2627		0		0		
	6		955		340		225		485		2433		0		0		
	7		957		349		229		533		2376		11		0		
	8		956		356		226		541		2418		604		0		
	9		953		361		225		446		2549		2368		0		
	10		951		361		225		360		2695		3382		0		
	11		951		362		225		357		2887		4549		14		
	12		950		361		227		356		2734		5080		25		
	13		952		354		228		359		3077		5242		26		
	14		952		352		229		361		3288		5161		27		
	15		953		361		229		360		3354		4434		23		
	16		954		366		231		434		3257		2466		0		
	17		955		368		234		551		2844		310		0		
	18		956		366		235		592		2323		0		0		
	19		957		367		240		558		2567		0		0		
	20		958		364		240		550		3096		0		0		
	21		957		358		238		542		2523		0		0		
	22		957		354		230		504		1938		0		0		
	23		956		344		220		386		1298		0		0		
	24		957		344		220		374		1123		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3215		2261		7023		6786		2735						
	2		3719		2260		6436		6660		2353						
	3		3874		2261		6065		6411		2323						
	4		4263		2261		5756		6199		2255						
	5		4500		2262		5840		6212		2400						
	6		4438		2263		6396		6332		2993						
	7		4455		2262		6718		7628		3118						
	8		5101		2263		7563		7413		3165						
	9		6902		2264		6729		6993		2752						
	10		7974		2264		6419		6445		2517						
	11		9345		2264		5869		5842		2366						
	12		9733		2263		5852		5947		2313						
	13		10238		2263		5760		5587		2226						
	14		10370		2262		6006		5392		2288						
	15		9714		2262		6489		5640		2496						
	16		7708		2261		7270		6363		2827						
	17		5262		2261		8745		7510		3299						
	18		4472		2263		10882		7260		3902						
	19		4689		2263		10649		7473		3346						
	20		5208		2264		8859		8147		3220						
	21		4618		2265		8759		8122		3243						
	22		3983		2265		8497		8073		3056						
	23		3204		2265		8034		7853		3036						
	24		3018		2265		6950		7785		2793						
