07/13/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		893		328		220		323		3354		0		0		
	2		895		327		222		318		2880		0		0		
	3		896		328		221		281		2793		0		0		
	4		897		328		222		280		2875		0		0		
	5		899		325		221		308		2917		0		0		
	6		900		327		221		331		2786		0		0		
	7		900		330		220		335		2481		1248		33		
	8		896		332		220		323		2148		5474		224		
	9		892		331		218		290		1780		8574		312		
	10		890		316		220		291		1685		10093		303		
	11		885		320		216		292		1590		10703		314		
	12		881		322		218		331		1753		11060		353		
	13		875		322		221		332		2065		11165		352		
	14		872		320		218		332		2294		11036		352		
	15		870		327		220		333		2717		10749		351		
	16		873		336		221		339		3088		10533		342		
	17		873		348		220		358		3331		9734		327		
	18		874		350		221		368		3111		8434		307		
	19		878		351		222		406		3187		5263		206		
	20		881		343		223		401		3069		1205		37		
	21		887		352		223		392		3213		0		0		
	22		889		352		223		334		3055		0		0		
	23		890		344		222		313		3000		0		0		
	24		891		344		222		334		2997		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5109		2269		10975		7859		1623						
	2		4620		2270		9398		8296		1484						
	3		4478		2271		8534		8160		1381						
	4		4561		2271		7830		8031		1395						
	5		4633		2270		7555		8339		1401						
	6		4526		2270		7804		8925		1569						
	7		5414		2270		8533		8614		1413						
	8		9400		2270		8174		6874		965						
	9		12311		2269		7784		5391		994						
	10		13760		2267		7989		5034		769						
	11		14293		2267		8712		4973		776						
	12		14888		2266		8935		5159		913						
	13		15319		2265		11192		3919		1124						
	14		15437		2265		12795		3536		1588						
	15		15537		2265		13950		3374		2001						
	16		15743		2266		15215		3599		1836						
	17		15231		2266		15896		3411		2432						
	18		13768		2264		16946		3890		2990						
	19		10735		2265		18749		4758		2981						
	20		6305		2265		20472		5561		3273						
	21		5077		2265		19056		6722		2984						
	22		4852		2266		17512		7217		2665						
	23		4754		2267		14646		7884		2056						
	24		4769		2267		11664		8493		1652						
