09/22/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1010		346		242		246		1260		0		0		
	2		1011		347		242		247		1278		0		0		
	3		1014		348		241		250		1164		0		0		
	4		1017		347		242		251		1064		0		0		
	5		1013		352		242		255		919		0		0		
	6		1014		362		242		252		917		0		0		
	7		1016		381		242		287		773		7		0		
	8		1015		378		241		292		585		1980		27		
	9		1012		378		243		282		505		6174		248		
	10		1009		375		243		256		432		8208		440		
	11		1006		372		240		254		277		8879		415		
	12		1001		370		244		253		274		9034		411		
	13		1000		373		243		240		355		8917		403		
	14		998		369		243		272		546		8881		399		
	15		996		379		242		263		663		8696		397		
	16		962		384		243		264		680		8148		381		
	17		957		384		243		263		735		6466		324		
	18		987		381		243		288		949		3076		190		
	19		990		403		244		290		1137		394		0		
	20		999		413		244		287		1407		0		0		
	21		1002		417		244		288		1745		0		0		
	22		1008		420		244		257		2075		0		0		
	23		1011		397		244		248		2161		0		0		
	24		1015		388		242		248		2067		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3104		2265		8495		8508		2385						
	2		3125		2265		7604		8113		2323						
	3		2003		2261		7803		8270		2178						
	4		2921		2262		6508		8141		2140						
	5		2781		2263		6563		8094		2190						
	6		2787		2265		6899		8006		2374						
	7		2706		2265		6712		8999		2449						
	8		4518		2266		6096		8501		2200						
	9		8842		2266		4954		6185		2017						
	10		10963		2266		4614		4904		2053						
	11		11443		2266		4679		4813		2057						
	12		11587		2266		5189		4823		2137						
	13		11531		2264		5222		5932		2200						
	14		11708		2265		5783		6670		2266						
	15		11636		2263		6537		7421		2462						
	16		11062		2261		7736		8145		2596						
	17		9372		2262		9752		8930		2667						
	18		6114		2263		11531		10486		2996						
	19		3458		2263		12757		11308		3032						
	20		3350		2264		12270		11743		2928						
	21		3696		2264		10877		11687		2833						
	22		4004		2263		9553		10962		2834						
	23		4061		2264		9142		9418		2781						
	24		3960		2265		8077		8761		2574						
