11/29/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		944		301		237		357		317		0		0		
	2		943		297		237		343		318		0		0		
	3		942		298		237		335		239		0		0		
	4		942		299		236		334		168		0		0		
	5		945		302		236		334		218		0		0		
	6		946		301		236		492		222		0		0		
	7		946		311		236		519		247		0		0		
	8		946		317		231		452		308		877		0		
	9		945		320		232		450		502		2767		0		
	10		954		322		234		323		825		4388		8		
	11		955		319		235		340		892		4953		0		
	12		954		318		231		374		751		5355		0		
	13		951		319		231		409		720		5218		40		
	14		954		318		234		421		665		4939		94		
	15		954		319		235		427		568		4382		0		
	16		956		323		234		560		420		2411		0		
	17		959		325		236		616		379		221		0		
	18		961		321		237		617		415		0		0		
	19		962		320		236		615		428		0		0		
	20		962		322		229		620		450		0		0		
	21		962		319		236		617		446		0		0		
	22		963		313		237		583		353		0		0		
	23		962		300		238		550		373		0		0		
	24		962		300		239		461		363		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2158		2264		5868		9453		2355						
	2		2138		2264		5896		8913		2191						
	3		2051		2265		5810		8654		2140						
	4		1979		2266		5934		8515		2150						
	5		2037		2266		6128		8658		2299						
	6		2200		2267		6588		9029		2882						
	7		2263		2269		7919		9106		3896						
	8		3132		2269		8244		8955		3892						
	9		5217		2265		7502		8191		3128						
	10		7054		2263		6338		7924		2358						
	11		7693		2261		5978		7692		2158						
	12		7983		2261		5841		7507		2133						
	13		7888		2260		6468		7059		2005						
	14		7625		2260		6753		7181		2168						
	15		6885		2261		7260		7457		2278						
	16		4904		2260		8702		7902		2964						
	17		2740		2259		10962		8287		3830						
	18		2554		2260		12637		8470		4347						
	19		2565		2260		12176		9107		4143						
	20		2587		2259		11845		9197		3899						
	21		2586		2260		10627		9571		3901						
	22		2453		2261		9672		9296		3803						
	23		2427		2260		8566		8934		3221						
	24		2329		2263		6929		9207		2776						
