10/08/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		971		296		227		182		1360		0		0		
	2		970		296		228		179		1363		0		0		
	3		968		295		228		175		1343		0		0		
	4		963		295		228		143		1142		0		0		
	5		962		296		229		139		959		0		0		
	6		962		295		229		181		845		0		0		
	7		960		300		229		176		717		0		0		
	8		959		300		229		167		535		1545		0		
	9		957		299		229		137		530		5675		74		
	10		956		299		229		138		537		7916		396		
	11		955		300		228		136		634		8811		518		
	12		954		294		227		137		592		9046		522		
	13		952		286		229		169		627		9091		511		
	14		951		295		230		175		638		9258		507		
	15		950		298		229		180		624		9111		508		
	16		951		296		229		179		503		8469		491		
	17		951		297		229		177		473		6820		292		
	18		951		298		228		184		777		2783		79		
	19		953		296		228		242		894		153		0		
	20		953		298		227		246		1021		0		0		
	21		956		300		226		213		1038		0		0		
	22		957		307		226		183		1084		0		0		
	23		957		307		225		179		1245		0		0		
	24		957		302		226		180		1170		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3036		2251		7790		6870		1875						
	2		3036		2249		7630		6463		1824						
	3		2041		2249		8559		6295		1630						
	4		2771		2247		7345		6746		1607						
	5		2585		2247		7761		6954		1711						
	6		2512		2250		8096		7653		1921						
	7		2382		2250		8395		9425		2256						
	8		3735		2250		8125		9079		2215						
	9		7901		2248		7476		6055		1974						
	10		10471		2248		6521		4872		1605						
	11		11582		2247		5975		4428		1561						
	12		11772		2245		6019		4502		1533						
	13		11865		2243		5752		4867		1573						
	14		12054		2240		5679		5121		1640						
	15		11900		2239		6150		5350		1748						
	16		11118		2238		7327		5408		1653						
	17		9239		2238		8528		6718		1710						
	18		5300		2239		10822		8584		2365						
	19		2766		2240		12641		9405		2871						
	20		2745		2243		12738		9812		2991						
	21		2733		2244		11825		9896		2842						
	22		2757		2243		10675		9697		2492						
	23		2913		2241		9615		8667		2203						
	24		2835		2240		8693		7899		2126						
