06/25/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		901		260		197		359		3495		0		0		
	2		892		261		201		361		3745		0		0		
	3		872		260		203		353		3567		0		0		
	4		875		261		203		353		3437		0		0		
	5		795		260		202		352		3532		0		0		
	6		748		271		201		355		3188		0		0		
	7		742		287		199		347		2682		1350		0		
	8		741		286		200		350		2187		5232		0		
	9		727		287		198		353		1963		7811		86		
	10		724		280		194		358		1674		9403		332		
	11		721		278		195		360		1570		9937		352		
	12		721		279		195		361		1425		9749		121		
	13		728		280		196		361		1286		10059		89		
	14		718		280		195		359		1554		10097		114		
	15		712		282		196		358		1752		9663		13		
	16		717		286		198		364		2551		9821		1		
	17		723		300		198		467		3009		9079		0		
	18		721		307		199		367		3227		7648		0		
	19		711		312		199		369		3480		4723		0		
	20		778		314		200		407		3453		1124		0		
	21		827		311		213		393		3291		0		0		
	22		890		312		217		359		3104		0		0		
	23		897		293		217		341		3013		0		0		
	24		897		287		216		334		2826		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5212		2258		8181		8335		1904						
	2		5460		2258		6566		8490		1725						
	3		5255		2259		6077		8873		1273						
	4		5129		2261		5719		8870		1175						
	5		5141		2260		5800		8835		1150						
	6		4763		2252		6202		9154		1560						
	7		5607		2251		6297		8839		1812						
	8		8996		2253		5722		7122		1641						
	9		11425		2255		5600		5720		1417						
	10		12965		2257		5646		4426		1369						
	11		13413		2258		6029		3909		1422						
	12		12851		2253		6932		4199		1422						
	13		12999		2253		7496		4278		1704						
	14		13317		2253		8359		4039		2075						
	15		12976		2255		9443		4568		2292						
	16		13938		2247		10052		4483		2346						
	17		13776		2245		11257		4061		3480						
	18		12469		2245		11928		5131		3245						
	19		9794		2248		13147		6509		3714						
	20		6276		2249		13749		8365		4103						
	21		5035		2250		14015		8551		4026						
	22		4882		2252		13444		8631		3481						
	23		4761		2253		12146		8570		2468						
	24		4560		2255		9578		9070		2179						
