07/21/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		847		317		206		318		4327		0		0		
	2		850		316		205		313		4230		0		0		
	3		850		314		205		278		3798		0		0		
	4		849		315		206		278		3620		0		0		
	5		845		318		206		286		3200		0		0		
	6		849		319		202		323		2877		0		0		
	7		847		318		202		321		2523		1031		0		
	8		843		334		202		359		1930		5113		10		
	9		838		346		202		361		1496		8377		231		
	10		831		348		188		322		1161		9499		353		
	11		826		347		189		277		824		10203		367		
	12		826		349		186		274		688		10549		349		
	13		826		337		180		316		792		10770		240		
	14		826		346		184		318		1192		10792		211		
	15		822		317		189		327		1459		10264		137		
	16		826		315		189		340		1901		9425		2		
	17		826		313		189		357		2162		8818		4		
	18		829		299		190		369		2948		7379		0		
	19		836		298		207		374		3173		4689		0		
	20		838		297		221		400		3397		1095		0		
	21		842		297		224		361		3736		0		0		
	22		845		299		220		347		3743		0		0		
	23		846		302		217		322		3436		0		0		
	24		847		300		218		309		3437		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5993		1100		7978		8753		2118						
	2		5897		1099		6786		8891		1861						
	3		5430		1098		6472		8921		1675						
	4		5250		1099		6075		9010		1596						
	5		4847		1099		6458		8934		1735						
	6		4538		1099		6698		9186		2319						
	7		5129		1099		7171		8810		2428						
	8		8595		1100		6959		7138		1602						
	9		11769		1100		6423		5939		1210						
	10		12676		1099		6764		5131		1161						
	11		13021		1099		7128		5146		1025						
	12		13220		1100		7326		4652		1559						
	13		13456		1100		8479		4036		1897						
	14		13835		1100		9796		3330		2558						
	15		13547		1099		11213		3092		3173						
	16		13017		1100		13171		3169		3093						
	17		12713		1101		14162		2973		3730						
	18		12043		1102		15121		3460		3875						
	19		9776		1101		16268		4533		4190						
	20		6356		1101		17293		5633		4543						
	21		5430		1102		16022		6864		4317						
	22		5435		1102		14671		7148		3931						
	23		5091		1105		11931		8347		3382						
	24		5078		1104		9434		8895		2916						
