01/20/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		835		335		208		184		281		0		0		
	2		828		334		208		148		276		0		0		
	3		821		337		209		147		289		0		0		
	4		820		341		209		148		322		0		0		
	5		820		338		209		189		354		0		0		
	6		826		339		208		186		297		0		0		
	7		825		347		202		190		355		0		0		
	8		828		339		193		180		263		236		0		
	9		830		349		194		178		228		721		0		
	10		830		333		192		185		317		2255		0		
	11		829		329		192		182		217		2271		0		
	12		821		325		202		180		180		2947		0		
	13		818		330		208		179		174		3718		0		
	14		825		333		209		179		174		3124		0		
	15		844		328		211		179		188		2040		0		
	16		871		330		214		181		276		914		0		
	17		881		347		213		227		403		173		0		
	18		887		346		214		254		404		0		0		
	19		890		348		214		276		413		0		0		
	20		892		345		214		277		478		0		0		
	21		890		346		214		258		661		0		0		
	22		891		342		213		213		873		0		0		
	23		891		309		213		189		870		0		0		
	24		890		324		213		188		874		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1843		2275		8532		6707		1001						
	2		1794		2274		8380		6316		947						
	3		1803		2275		8302		5970		983						
	4		1840		2275		8205		5975		1013						
	5		1910		2275		8558		5992		1120						
	6		1856		2274		9045		6458		1525						
	7		1919		2275		8730		7827		2356						
	8		2039		2275		9812		7821		2493						
	9		2500		2275		10512		8060		2079						
	10		4112		2274		10302		7677		1478						
	11		4020		2273		10492		7797		1326						
	12		4655		2274		10432		7017		1319						
	13		5427		2274		10250		6378		1053						
	14		4844		2272		9920		6725		1218						
	15		3790		2273		10336		7383		1437						
	16		2786		2274		11083		8096		1323						
	17		2244		2274		11007		8350		2355						
	18		2105		2274		11880		8935		2970						
	19		2141		2273		11445		9523		3100						
	20		2206		2274		11113		9343		2997						
	21		2369		2275		10683		8960		2762						
	22		2532		2274		9697		8994		2170						
	23		2472		2273		9291		8368		1508						
	24		2489		2273		8601		7460		1393						
