09/14/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1005		369		240		256		1496		0		0		
	2		1009		365		241		255		1622		0		0		
	3		1009		368		240		258		1789		0		0		
	4		1009		368		241		256		1998		0		0		
	5		1006		371		238		257		1770		0		0		
	6		1001		381		238		365		1446		0		0		
	7		980		399		237		384		1042		79		0		
	8		995		399		235		378		775		2496		58		
	9		997		399		232		336		641		6699		330		
	10		991		398		232		235		510		8698		564		
	11		993		395		236		213		365		9383		580		
	12		988		388		230		251		361		9611		610		
	13		988		400		238		255		442		9599		639		
	14		984		401		236		257		646		9571		635		
	15		982		397		232		264		684		9469		632		
	16		983		397		228		375		731		9016		622		
	17		983		400		228		391		727		7984		589		
	18		985		396		233		459		846		5089		488		
	19		993		394		234		530		1249		1074		105		
	20		995		400		235		530		1289		25		0		
	21		998		412		224		496		1415		0		0		
	22		1000		412		209		412		1440		0		0		
	23		1001		382		211		351		1345		0		0		
	24		1002		370		219		303		1572		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3366		2263		7696		8445		2401						
	2		3492		2264		6933		8168		2363						
	3		2655		2264		7558		7835		2248						
	4		3872		2262		6307		7523		2205						
	5		3642		2259		6684		7641		2211						
	6		3431		2259		7250		7956		2491						
	7		3121		2258		7713		9485		2666						
	8		5336		2257		7133		8852		2592						
	9		9634		2255		6181		6384		2086						
	10		11628		2253		5715		5486		1927						
	11		12165		2251		5933		5377		1939						
	12		12439		2252		6357		5349		1952						
	13		12561		2255		6839		5557		2025						
	14		12730		2259		7767		5937		2042						
	15		12660		2257		8734		6435		2127						
	16		12352		2252		9760		7102		2348						
	17		11302		2252		10654		8234		2394						
	18		8496		2252		11990		9615		2749						
	19		4579		2253		13724		10507		3133						
	20		3474		2252		13719		11133		3256						
	21		3545		2252		12842		11058		3019						
	22		3473		2254		11349		10824		2973						
	23		3290		2256		9990		10369		2749						
	24		3466		2258		9248		9025		2385						
