04/18/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		860		185		159		467		1733		0		0		
	2		860		185		159		456		1896		0		0		
	3		860		186		159		423		2006		0		0		
	4		862		184		160		423		1995		0		0		
	5		863		186		161		474		1909		0		0		
	6		863		186		160		498		2028		0		0		
	7		863		184		160		503		1746		300		0		
	8		867		183		158		537		1336		2595		0		
	9		864		185		158		526		999		5123		191		
	10		861		184		158		498		1059		6096		314		
	11		861		185		158		454		1193		6801		323		
	12		861		184		157		415		1587		6573		306		
	13		861		187		147		412		1243		7114		291		
	14		862		187		147		412		1438		7446		63		
	15		864		189		147		413		1925		6660		0		
	16		863		190		145		416		2070		6231		85		
	17		862		190		144		417		2195		5524		95		
	18		862		186		151		483		2290		3903		69		
	19		861		189		147		544		2344		1396		38		
	20		862		187		146		543		2343		43		0		
	21		863		185		148		540		2450		0		0		
	22		864		185		144		545		2448		0		0		
	23		864		185		142		503		2473		0		0		
	24		857		184		143		492		2380		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3404		2279		4516		8174		3592						
	2		3556		2279		3475		8184		3660						
	3		3634		2281		3303		7946		3502						
	4		3624		2281		3127		7880		3609						
	5		3593		2280		3334		7976		3597						
	6		3735		2279		3664		8119		4101						
	7		3756		2278		4591		8675		4559						
	8		5676		2276		4653		8151		4515						
	9		8046		2277		4328		7300		3853						
	10		9170		2278		4297		6501		3769						
	11		9975		2278		3654		6556		3598						
	12		10083		2279		3671		6525		3372						
	13		10255		2279		3496		6468		3333						
	14		10555		2280		3790		5873		3202						
	15		10198		2280		3834		6373		2989						
	16		10000		2278		3920		6377		3113						
	17		9427		2278		3966		6828		3413						
	18		7945		2278		5003		7231		3638						
	19		5519		2278		6386		7996		4109						
	20		4124		2279		8006		8565		4391						
	21		4186		2280		8755		8537		4231						
	22		4186		2281		6940		9084		4206						
	23		4167		2281		5425		8805		3946						
	24		4056		2281		4745		8387		3262						
