07/29/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		952		381		229		447		3056		0		0		
	2		951		384		230		409		3034		0		0		
	3		954		385		231		409		3000		0		0		
	4		956		384		231		409		2849		0		0		
	5		957		383		230		403		2980		0		0		
	6		958		370		231		454		3163		0		0		
	7		957		335		232		480		3026		762		0		
	8		954		339		231		420		2529		4430		142		
	9		952		342		228		421		2011		7755		409		
	10		947		349		227		456		1927		9153		481		
	11		945		371		226		460		2205		9876		508		
	12		942		385		225		458		2276		10211		515		
	13		940		387		226		459		2543		10267		515		
	14		939		398		225		459		3015		9819		409		
	15		937		399		219		459		3428		9953		371		
	16		933		398		221		457		3717		9768		441		
	17		938		397		210		485		3835		8937		495		
	18		949		397		221		547		4036		7341		435		
	19		953		397		231		557		4119		4016		312		
	20		957		396		232		559		4258		774		34		
	21		962		394		233		560		4296		82		0		
	22		965		395		232		515		4061		85		0		
	23		967		391		231		473		3769		7		0		
	24		967		389		233		457		3729		1		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5065		2266		9044		6698		3891						
	2		5008		2266		7992		6263		3860						
	3		4025		2265		8416		5744		3789						
	4		4829		2265		7495		5470		3644						
	5		4953		2265		7610		5286		3757						
	6		5176		2266		8125		5550		3880						
	7		5792		2267		8445		5825		3940						
	8		9045		2267		8137		4488		3830						
	9		12118		2268		7330		3711		3581						
	10		13540		2268		7152		3069		3561						
	11		14591		2268		7523		2335		3686						
	12		15012		2268		8458		2061		3601						
	13		15337		2269		9639		1739		3856						
	14		15264		2264		10716		2297		3978						
	15		15766		2262		11349		2466		4223						
	16		15935		2263		12758		2366		4292						
	17		15297		2264		13645		2861		4708						
	18		13926		2264		15244		3258		4933						
	19		10585		2267		17169		4351		5158						
	20		7210		2268		18453		5138		5267						
	21		6527		2270		17504		5613		5343						
	22		6253		2271		16039		5558		5140						
	23		5838		2271		13933		5411		4616						
	24		5776		2271		10967		6059		4150						
