09/12/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1191		373		165		337		741		0		0		
	2		1191		374		165		302		909		0		0		
	3		1192		375		166		302		1017		0		0		
	4		1195		377		166		284		991		0		0		
	5		1197		381		162		298		1148		0		0		
	6		1199		385		165		297		1154		0		0		
	7		1200		393		164		334		1181		45		0		
	8		1199		398		162		344		1162		2107		21		
	9		1190		399		160		338		1182		5661		276		
	10		1183		387		160		345		1133		7601		556		
	11		1179		371		163		341		872		8338		578		
	12		1176		371		164		342		648		8618		616		
	13		1171		384		164		354		677		8514		613		
	14		1170		396		164		370		1011		8507		498		
	15		1173		398		165		375		1148		8144		379		
	16		1172		399		164		400		1331		7533		342		
	17		1172		398		165		457		1603		6602		428		
	18		1173		397		165		507		1749		4482		401		
	19		1175		396		167		526		1867		863		73		
	20		1177		393		167		525		1960		0		0		
	21		1179		394		166		471		2254		0		0		
	22		1181		400		166		417		2153		0		0		
	23		1186		383		163		390		2033		0		0		
	24		1189		378		166		348		2175		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2693		2254		11733		7821		3158						
	2		2941		2243		10226		7899		2833						
	3		3052		2242		9447		7665		2703						
	4		3013		2244		8955		7821		2546						
	5		3186		2248		9034		7681		2617						
	6		3200		2252		9658		7887		3058						
	7		3317		2253		10688		8892		3184						
	8		5392		2254		10079		8629		3227						
	9		9206		2255		8929		7158		2960						
	10		11365		2255		8652		6661		2757						
	11		11842		2245		9154		7012		2728						
	12		11935		2245		10179		6857		3042						
	13		11877		2239		11540		6690		3259						
	14		12117		2233		12853		6986		3267						
	15		11782		2235		14195		7205		3566						
	16		11342		2242		15612		7344		3695						
	17		10825		2245		15877		8103		3950						
	18		8874		2231		17376		8233		4064						
	19		5067		2235		18998		8966		4040						
	20		4222		2241		19199		9004		3896						
	21		4464		2243		17119		9903		3503						
	22		4317		2248		14835		9837		3443						
	23		4155		2251		12479		9250		3340						
	24		4256		2252		10256		8604		3157						
