08/23/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		820		303		239		149		2365		0		0		
	2		821		303		239		145		2240		0		0		
	3		821		303		240		107		2130		0		0		
	4		821		303		239		106		2122		0		0		
	5		822		304		238		109		2143		0		0		
	6		824		306		238		147		2152		0		0		
	7		828		308		237		152		2027		369		0		
	8		827		309		235		141		1797		3933		131		
	9		828		312		234		103		1504		8553		290		
	10		825		312		237		99		1241		10669		347		
	11		823		311		237		100		1145		11550		369		
	12		823		309		213		102		1234		11775		375		
	13		820		300		210		142		1470		12117		353		
	14		818		308		207		144		1706		12166		329		
	15		818		311		207		146		1862		11861		316		
	16		820		313		207		154		1845		11562		315		
	17		821		316		207		157		2241		10623		286		
	18		822		313		208		168		2538		7918		200		
	19		823		312		208		181		2669		2792		69		
	20		825		309		211		203		2786		147		0		
	21		827		310		210		202		2712		0		0		
	22		827		309		208		161		2860		2		0		
	23		863		298		208		148		2972		0		0		
	24		915		287		208		147		2954		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3841		2257		7619		8390		1045						
	2		3710		2258		6868		8225		1117						
	3		3563		2258		6500		8190		972						
	4		3546		2258		6255		8231		968						
	5		3572		2254		6667		8118		1002						
	6		3611		2255		7286		8144		1422						
	7		3865		2256		8117		8327		1831						
	8		7116		2258		7743		7085		1303						
	9		11667		2253		5761		5503		1047						
	10		13672		2257		5601		4900		659						
	11		14504		2258		5486		4450		497						
	12		14825		2251		5064		3796		885						
	13		15381		2251		5132		3391		938						
	14		15669		2254		5299		3490		959						
	15		15538		2255		5829		3774		1379						
	16		15234		2256		7078		4283		1451						
	17		14707		2257		8320		4622		1913						
	18		12376		2257		10188		5639		2421						
	19		7292		2256		12403		7665		3464						
	20		4519		2252		13180		9188		3645						
	21		4258		2249		12470		9845		3523						
	22		4364		2250		11288		10027		2899						
	23		4445		2252		10633		8903		2095						
	24		4479		2253		9930		8133		1401						
