08/06/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		997		322		234		367		3945		0		0		
	2		999		319		234		365		3804		0		0		
	3		1000		321		233		364		3740		0		0		
	4		1003		319		233		363		3579		0		0		
	5		1004		325		233		364		3431		0		0		
	6		1004		334		233		366		3200		0		0		
	7		1005		345		233		395		2893		478		0		
	8		1005		344		233		337		2471		3689		168		
	9		987		346		233		297		2125		7228		468		
	10		961		340		233		296		1869		8728		565		
	11		975		342		235		329		1355		9366		582		
	12		942		341		234		339		1059		9694		603		
	13		946		340		232		451		1083		9740		633		
	14		952		343		232		465		1301		9717		611		
	15		950		342		231		468		1724		9558		607		
	16		948		341		230		565		2422		9133		618		
	17		947		343		230		577		3255		8263		614		
	18		947		333		229		593		3603		6504		565		
	19		967		331		230		615		3782		3182		366		
	20		978		327		231		613		4044		361		34		
	21		983		337		229		614		4225		0		0		
	22		984		344		228		574		4152		0		0		
	23		985		338		227		538		3941		0		0		
	24		985		343		228		414		3849		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5865		2271		10252		6452		2653						
	2		5721		2271		9308		6229		2563						
	3		4658		2271		9649		6021		2539						
	4		5497		2271		8479		6042		2370						
	5		5357		2271		8577		6191		2392						
	6		5137		2271		9202		6828		2473						
	7		5349		2271		9391		7611		2620						
	8		8247		2272		9080		6695		2410						
	9		11684		2273		8488		5454		2262						
	10		12992		2272		8871		5039		2330						
	11		13184		2271		10473		4455		2381						
	12		13212		2271		12190		4030		2526						
	13		13425		2269		14232		4062		2484						
	14		13621		2268		15612		4331		2709						
	15		13880		2269		17288		3835		3378						
	16		14257		2270		18645		3753		3666						
	17		14229		2270		19306		4172		3953						
	18		12774		2270		20154		4807		4270						
	19		9473		2271		21434		6056		4636						
	20		6588		2271		21946		7010		4614						
	21		6388		2271		21010		7628		4361						
	22		6282		2273		18503		8109		4103						
	23		6029		2272		15878		8024		3437						
	24		5819		2270		12901		8298		2867						
