02/15/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		994		274		238		291		3123		0		0		
	2		995		273		238		291		3437		0		0		
	3		996		274		238		290		2671		0		0		
	4		996		274		239		268		3137		0		0		
	5		994		269		239		307		3086		0		0		
	6		994		273		238		380		2617		0		0		
	7		997		270		238		367		2045		13		0		
	8		996		269		238		369		1867		1149		0		
	9		996		270		235		330		1812		2946		0		
	10		995		271		234		295		2034		4487		0		
	11		994		265		235		261		2537		5082		0		
	12		994		260		238		254		2710		5643		0		
	13		994		258		237		244		2831		5396		0		
	14		994		252		236		227		2711		4821		0		
	15		993		255		236		237		2415		4337		0		
	16		994		255		238		244		2439		2821		0		
	17		995		253		239		376		2036		1105		0		
	18		994		254		238		402		2317		26		0		
	19		994		256		238		404		2620		0		0		
	20		996		258		238		404		2304		0		0		
	21		996		256		237		398		2050		0		0		
	22		996		259		237		397		1684		0		0		
	23		996		260		237		372		2352		0		0		
	24		996		267		237		345		2681		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4920		1126		7128		5850		2439						
	2		5234		1125		6336		5525		2463						
	3		3473		1126		7507		5598		2472						
	4		4914		1125		6457		5154		2471						
	5		4895		1124		6973		5121		2481						
	6		4502		1124		7875		6003		2535						
	7		3930		1124		9441		6976		2680						
	8		4888		1124		9766		6777		2626						
	9		6589		1124		9339		5440		2607						
	10		8316		1123		8493		4256		2423						
	11		9374		1123		7379		3575		2561						
	12		10099		1123		6689		3564		2435						
	13		9960		1123		6576		3669		2429						
	14		9241		1123		6832		3838		2485						
	15		8473		1123		7548		3977		2535						
	16		6991		1123		8816		4514		2694						
	17		5004		1123		10153		6015		3000						
	18		4231		1123		12079		6635		3075						
	19		4512		1123		11536		7527		3275						
	20		4200		1123		11265		7634		3238						
	21		3937		1123		11450		7470		2795						
	22		3573		1124		11078		7559		2543						
	23		4217		1125		10125		6252		2508						
	24		4526		1129		8664		6189		2449						
