03/31/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		965		295		243		465		1603		0		0		
	2		958		296		243		457		1324		0		0		
	3		958		295		241		456		1332		0		0		
	4		960		290		238		458		1377		0		0		
	5		961		283		223		453		1402		0		0		
	6		961		275		224		460		1160		0		0		
	7		961		288		224		519		930		29		0		
	8		939		292		224		460		664		1508		0		
	9		931		291		224		468		575		4367		0		
	10		928		290		224		443		603		6811		73		
	11		933		286		223		391		563		8367		200		
	12		926		284		223		363		706		9029		215		
	13		921		287		223		367		735		9098		222		
	14		918		286		225		364		1097		8766		190		
	15		920		285		225		367		1820		8452		150		
	16		919		290		225		371		2676		7550		101		
	17		923		293		224		450		2813		5524		8		
	18		939		291		224		500		3041		2768		0		
	19		947		292		225		537		3136		762		0		
	20		951		291		226		541		3573		0		0		
	21		954		281		226		539		3694		0		0		
	22		955		276		226		540		3868		0		0		
	23		957		262		225		520		4070		0		0		
	24		958		264		225		448		4098		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3571		2275		4634		7619		3024						
	2		3278		2275		4385		7436		2961						
	3		2324		2274		5016		7379		2891						
	4		3323		2275		4050		6985		2795						
	5		3322		2276		4192		6903		2757						
	6		3080		2277		4084		7587		2877						
	7		2951		2276		4229		8340		2871						
	8		4087		2276		4493		7180		2695						
	9		6856		2277		3589		5880		2517						
	10		9372		2278		2621		4508		2230						
	11		10963		2278		2151		3562		2029						
	12		11746		2277		2191		2683		1931						
	13		11853		2276		2044		2605		1880						
	14		11846		2275		2091		2510		1899						
	15		12219		2275		2110		2514		1863						
	16		12132		2275		2326		2828		2057						
	17		10235		2274		3015		4179		2277						
	18		7763		2274		3858		6288		2675						
	19		5899		2275		3948		8305		3346						
	20		5582		2277		4482		9482		3406						
	21		5694		2276		4281		9729		3431						
	22		5865		2274		4035		9158		3280						
	23		6034		2274		3498		8352		3005						
	24		5993		2276		3219		7293		2827						
