01/20/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		993		185		188		306		1223		0		0		
	2		993		182		189		300		1615		0		0		
	3		993		181		187		298		1627		0		0		
	4		993		183		189		311		1604		0		0		
	5		993		183		189		312		1835		0		0		
	6		993		181		190		314		1855		0		0		
	7		995		182		187		384		1924		0		0		
	8		995		185		189		391		1807		159		0		
	9		995		188		187		387		1822		746		0		
	10		995		193		190		372		1913		1695		0		
	11		995		196		186		361		1533		1628		0		
	12		995		193		193		322		926		1128		0		
	13		995		194		194		322		873		1476		0		
	14		996		200		197		315		1147		1802		0		
	15		996		199		199		340		2525		2145		0		
	16		996		201		200		372		2003		1220		0		
	17		997		203		199		363		1966		376		0		
	18		997		199		198		387		2060		0		0		
	19		997		200		194		382		1999		0		0		
	20		997		199		194		374		2279		0		0		
	21		998		199		193		372		2580		0		0		
	22		997		195		192		348		2827		0		0		
	23		993		192		192		338		2189		0		0		
	24		983		191		185		313		2254		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2895		2262		6873		6708		3847						
	2		3279		2262		6008		6494		3816						
	3		3286		2263		5960		6076		3808						
	4		3281		2263		6117		5850		3834						
	5		3512		2262		6410		5929		3807						
	6		3533		2263		6916		6464		3907						
	7		3672		2262		7856		7620		4417						
	8		3726		2262		8677		8459		4571						
	9		4326		2263		9319		7843		4455						
	10		5359		2263		9087		7078		4533						
	11		4899		2262		9651		7664		4312						
	12		3758		2262		10548		7583		4636						
	13		4053		2262		10204		7365		4448						
	14		4658		2262		9567		7420		3974						
	15		6404		2262		8175		6793		3857						
	16		4993		2263		8664		7465		3931						
	17		4104		2262		9103		8528		4317						
	18		3840		2263		10700		8832		4499						
	19		3773		2263		10709		9122		4517						
	20		4041		2264		10110		8958		4313						
	21		4343		2263		9291		8770		4116						
	22		4559		2263		8442		8155		4052						
	23		3903		2263		8353		7783		3925						
	24		3927		2262		7276		7019		3897						
