03/18/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1010		319		238		253		2870		0		0		
	2		1010		318		237		252		2929		0		0		
	3		1010		318		238		250		3174		0		0		
	4		1010		318		241		250		3281		0		0		
	5		1010		316		242		254		2805		0		0		
	6		1010		315		242		247		2249		0		0		
	7		1010		325		242		338		1677		0		0		
	8		1010		329		241		371		1160		1228		0		
	9		1009		336		241		355		657		5666		223		
	10		1009		339		242		305		475		8222		499		
	11		1008		335		242		254		511		8638		568		
	12		1008		336		242		245		630		8723		551		
	13		1007		334		242		246		641		8461		536		
	14		1007		338		241		246		450		8377		496		
	15		1006		338		242		249		463		8313		452		
	16		1006		336		242		252		341		7370		338		
	17		1006		335		243		292		268		5590		498		
	18		1008		333		242		254		444		2626		403		
	19		1007		334		244		298		726		354		44		
	20		998		336		243		383		934		0		0		
	21		954		334		245		394		823		0		0		
	22		956		329		245		396		630		0		0		
	23		958		321		245		299		558		0		0		
	24		958		320		244		252		493		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4690		1101		5183		8398		1809						
	2		4746		1100		4608		8361		1818						
	3		4990		1101		4163		8071		1781						
	4		5100		1100		3805		8120		1768						
	5		4627		1099		4170		8310		1784						
	6		4063		1099		4580		8732		1909						
	7		3592		1098		5146		9436		1976						
	8		4339		1097		5014		9006		1932						
	9		8487		1099		3533		6216		1753						
	10		11091		1099		2721		4323		1537						
	11		11556		1104		2387		3911		1484						
	12		11735		1107		2263		3640		1494						
	13		11467		1107		2110		3544		1466						
	14		11155		1106		2318		3265		1524						
	15		11063		1105		2501		3376		1490						
	16		9885		1105		3334		4421		1488						
	17		8232		1105		4355		5312		1708						
	18		5310		1105		5483		7809		2438						
	19		3007		1101		7102		9766		2570						
	20		2894		1097		8549		10160		2729						
	21		2750		1098		8679		10090		2901						
	22		2556		1099		8338		9760		2757						
	23		2381		1101		7779		9553		2076						
	24		2267		1101		7289		9138		1731						
