03/29/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1011		337		211		160		4094		0		0		
	2		1013		338		210		160		4327		0		0		
	3		1013		337		213		161		4004		0		0		
	4		1013		339		213		161		3741		0		0		
	5		1014		343		213		162		3628		0		0		
	6		1016		344		213		169		3700		0		0		
	7		1016		344		211		203		3677		38		0		
	8		1015		344		213		203		3686		3040		53		
	9		1013		344		214		163		3742		8299		305		
	10		1014		336		210		153		3878		10360		481		
	11		1010		337		211		114		3407		11114		502		
	12		1009		302		210		111		3297		11432		498		
	13		1008		296		210		112		3592		11056		494		
	14		1006		295		210		114		4176		10835		495		
	15		1006		296		210		115		4411		10322		500		
	16		1007		296		211		120		4439		10200		498		
	17		1008		299		211		123		4384		9981		439		
	18		1010		297		211		167		4373		7902		344		
	19		1011		299		212		208		4258		2107		96		
	20		1012		297		212		212		3937		0		0		
	21		1014		315		212		211		3742		0		0		
	22		1019		341		211		205		3880		0		0		
	23		1020		345		210		169		4045		0		0		
	24		1020		345		210		164		4176		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5777		1147		5237		7737		337						
	2		5996		1147		5108		7271		211						
	3		5719		1147		5332		7347		59						
	4		5432		1147		5297		7559		7						
	5		5321		1147		4909		7675		448						
	6		5398		1147		4878		8143		951						
	7		5466		1147		5368		8651		1722						
	8		8266		1147		4950		7623		1349						
	9		13885		1148		2989		4184		882						
	10		16383		1149		2032		2154		655						
	11		16670		1149		1724		2060		272						
	12		16863		1149		1469		1709		211						
	13		16754		1149		1397		1560		146						
	14		17129		1149		1426		1199		118						
	15		16871		1148		1647		1219		227						
	16		16762		1148		1952		1452		269						
	17		16498		1148		2780		1382		579						
	18		14533		1148		3616		3396		858						
	19		8455		1148		5637		7773		1957						
	20		5707		1149		7987		8822		2722						
	21		5442		1148		8175		8917		2646						
	22		5596		1149		7746		8766		2028						
	23		5754		1148		6656		8586		1590						
	24		5861		1149		6164		7678		1309						
