09/18/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		993		311		200		134		1481		0		0		
	2		993		312		201		132		1369		0		0		
	3		995		313		199		134		987		0		0		
	4		997		314		201		137		757		0		0		
	5		997		320		200		136		779		0		0		
	6		996		331		200		135		1087		0		0		
	7		996		346		200		178		1130		0		0		
	8		995		345		199		186		1011		1596		0		
	9		994		348		198		186		840		3925		0		
	10		993		344		196		182		736		7214		121		
	11		988		340		187		184		708		8283		252		
	12		985		342		186		182		668		8503		271		
	13		981		345		197		180		937		9208		351		
	14		979		344		198		184		1006		9370		313		
	15		978		338		198		220		1344		8876		244		
	16		959		332		198		222		1636		8126		177		
	17		954		334		200		225		1960		7115		73		
	18		973		335		200		222		1997		3864		5		
	19		978		333		201		219		2044		581		1		
	20		982		323		206		228		2198		0		0		
	21		984		331		206		187		2471		0		0		
	22		987		332		205		179		2561		0		0		
	23		990		318		205		181		2490		0		0		
	24		991		311		205		181		2659		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3043		2245		10573		8096		1289						
	2		2957		2243		9297		8328		1138						
	3		2568		2241		8507		8620		1125						
	4		2341		2240		8009		8972		1037						
	5		2341		2240		8024		9048		1036						
	6		2677		2242		8423		8908		1311						
	7		2798		2243		8803		9622		1448						
	8		4217		2243		8834		9097		1475						
	9		6355		2244		8644		8301		1384						
	10		9646		2246		8180		6527		1082						
	11		10954		2248		7943		6240		1107						
	12		11084		2247		8522		6820		1081						
	13		12175		2247		9574		6061		1103						
	14		12405		2246		10866		6506		1127						
	15		12229		2245		12112		7103		1411						
	16		11668		2241		13510		7594		1436						
	17		10948		2241		14547		7694		1961						
	18		7807		2242		15725		9026		2502						
	19		4449		2243		16694		10081		2841						
	20		3878		2245		16131		10137		3063						
	21		4147		2247		14830		9813		2836						
	22		4220		2248		13696		9609		2077						
	23		4150		2248		11801		9628		1708						
	24		4296		2251		10281		9513		1253						
