05/15/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		885		281		209		499		1708		0		0		
	2		886		280		209		496		1672		0		0		
	3		887		282		209		513		1878		0		0		
	4		888		282		209		517		1864		0		0		
	5		887		282		210		519		1786		0		0		
	6		887		282		209		578		1580		0		0		
	7		886		283		209		612		1150		556		0		
	8		881		284		205		598		978		2512		2		
	9		879		281		203		560		731		4018		29		
	10		877		269		204		554		1040		5877		16		
	11		877		263		203		550		1580		7821		41		
	12		876		260		203		532		1928		8676		52		
	13		876		268		208		525		2321		8582		77		
	14		878		268		208		527		2483		8410		67		
	15		875		268		200		535		2569		7461		2		
	16		875		274		200		547		2348		6080		0		
	17		876		281		210		543		2326		4595		0		
	18		876		279		210		550		2318		3243		0		
	19		876		279		211		585		2220		1519		0		
	20		877		279		214		591		2334		232		0		
	21		876		269		214		593		2541		0		0		
	22		876		275		214		561		2291		1		0		
	23		878		279		214		505		1968		1		0		
	24		882		280		214		525		2438		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3582		2280		5420		6536		4130						
	2		3543		2279		4691		6451		4103						
	3		2882		2279		5000		6239		4106						
	4		3760		2278		4158		5923		4130						
	5		3684		2278		4408		6190		4184						
	6		3536		2280		5449		6092		4504						
	7		3696		2278		6632		6549		4397						
	8		5460		2275		7021		5892		4366						
	9		6701		2277		7334		5064		4181						
	10		8837		2278		6267		4463		3797						
	11		11335		2278		5041		3581		3768						
	12		12527		2276		4687		2709		3777						
	13		12857		2276		4055		2641		3604						
	14		12841		2276		4078		2367		3624						
	15		11910		2277		4136		3457		3629						
	16		10324		2278		5477		3707		3591						
	17		8831		2277		6647		3932		3897						
	18		7476		2276		7181		5089		4100						
	19		5690		2276		7921		6207		4341						
	20		4527		2276		9112		6542		4546						
	21		4493		2277		9637		6340		4661						
	22		4218		2278		8081		7085		4760						
	23		3845		2278		6572		7155		4834						
	24		4339		2278		4929		6804		4519						
