09/30/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		925		347		173		292		2897		0		0		
	2		926		349		173		296		2729		0		0		
	3		928		351		173		297		2721		0		0		
	4		929		351		173		279		2633		0		0		
	5		930		354		173		291		2508		0		0		
	6		928		362		173		310		2307		0		0		
	7		929		373		173		315		1952		0		0		
	8		930		373		173		287		1880		1724		54		
	9		928		373		171		266		1927		5675		327		
	10		925		368		166		257		2021		7603		498		
	11		922		370		166		270		1945		8438		527		
	12		919		370		167		293		2243		8659		520		
	13		918		369		167		297		2356		8577		511		
	14		918		370		167		304		2437		8587		513		
	15		916		368		164		318		2921		8643		505		
	16		916		367		163		357		3234		8195		491		
	17		917		362		164		371		3470		6819		412		
	18		918		335		162		396		3418		3205		211		
	19		922		337		155		397		3252		247		0		
	20		926		345		157		397		3400		0		0		
	21		929		346		156		386		3378		0		0		
	22		930		348		156		316		3434		0		0		
	23		931		336		158		304		3705		0		0		
	24		933		325		158		295		3844		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4552		2265		6698		7695		2721						
	2		4473		2265		5842		7638		2503						
	3		4470		2266		4977		7493		2628						
	4		4365		2266		4621		7444		2707						
	5		4256		2266		4552		7727		2603						
	6		4079		2267		4731		8075		2694						
	7		3742		2266		4762		8713		3088						
	8		5421		2266		4074		8327		2882						
	9		9667		2266		2951		6062		2609						
	10		11838		2266		2658		4524		2590						
	11		12638		2265		2686		3967		2654						
	12		13172		2265		2778		3785		2502						
	13		13194		2265		2899		3955		2599						
	14		13296		2265		3091		4286		2693						
	15		13835		2265		3453		4493		2582						
	16		13724		2266		4125		4710		2965						
	17		12515		2266		5157		5670		3123						
	18		8645		2267		6899		7652		3731						
	19		5310		2266		8389		9676		3634						
	20		5225		2266		8980		9731		3553						
	21		5195		2266		8689		9241		3442						
	22		5185		2266		7701		8832		3519						
	23		5434		2265		6853		7820		3449						
	24		5556		2265		5642		7684		2930						
