10/10/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		917		242		214		210		4285		0		0		
	2		913		240		213		210		3622		0		0		
	3		916		241		214		210		2664		0		0		
	4		931		241		208		211		2150		0		0		
	5		933		240		207		210		1910		0		0		
	6		925		244		206		210		1881		0		0		
	7		928		254		206		210		1992		0		0		
	8		945		269		205		210		2151		1421		0		
	9		934		280		206		212		2568		5857		0		
	10		930		265		205		208		3118		8833		245		
	11		930		259		205		189		3104		9920		345		
	12		929		273		208		192		3176		10107		373		
	13		924		274		203		191		3014		10079		373		
	14		924		279		204		190		2873		10166		395		
	15		919		288		205		191		2596		10003		409		
	16		925		297		206		211		2281		9279		389		
	17		903		302		208		211		2104		7191		372		
	18		940		301		207		214		1986		2726		151		
	19		930		299		208		232		1551		90		0		
	20		929		302		222		235		1139		0		0		
	21		899		305		224		222		997		0		0		
	22		936		303		222		217		900		0		0		
	23		927		292		221		220		888		0		0		
	24		927		291		203		218		853		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5868		1136		7538		3980		2282						
	2		5198		1136		7632		3856		2144						
	3		4245		1137		7581		4515		2097						
	4		3741		1137		7803		4837		2029						
	5		3500		1137		8249		4828		2252						
	6		3466		1136		8645		5479		2498						
	7		3590		1137		9221		6643		2744						
	8		5201		1138		9237		5923		2818						
	9		10057		1138		7216		3418		2262						
	10		13804		1138		5207		2083		1604						
	11		14952		1138		4920		1314		1428						
	12		15258		1137		4782		994		1353						
	13		15058		1136		4771		1168		1315						
	14		15031		1135		4897		1640		1347						
	15		14611		1134		5820		1851		1336						
	16		13588		1133		6767		2347		1637						
	17		11291		1134		8021		3677		2143						
	18		6525		1134		10199		6354		2816						
	19		3310		1133		12365		7879		3123						
	20		2827		1134		13167		7946		3153						
	21		2647		1135		12532		8062		2945						
	22		2578		1136		11828		7537		2894						
	23		2548		1136		11606		5930		2923						
	24		2492		1136		10397		5720		2680						
