04/15/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		933		207		168		491		2436		0		0		
	2		933		205		168		490		2567		0		0		
	3		933		208		168		491		2154		0		0		
	4		930		210		168		492		2021		0		0		
	5		933		211		169		509		1484		0		0		
	6		934		209		169		506		747		0		0		
	7		933		211		167		509		427		272		0		
	8		935		210		167		509		296		3211		54		
	9		936		211		167		486		224		6457		188		
	10		934		211		167		479		176		8074		305		
	11		931		211		166		443		206		9006		336		
	12		925		211		166		442		287		8780		355		
	13		922		205		165		441		329		8355		363		
	14		920		210		165		440		306		9169		364		
	15		920		212		165		441		275		9145		361		
	16		921		214		166		442		202		8757		346		
	17		922		213		165		446		173		7826		314		
	18		926		213		167		504		267		5747		250		
	19		927		210		169		521		561		1848		95		
	20		928		213		168		556		776		87		0		
	21		911		211		169		554		1134		0		0		
	22		893		210		166		518		1170		0		0		
	23		901		210		166		511		980		0		0		
	24		902		211		166		510		901		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4235		2277		3283		7525		3511						
	2		4363		2276		2290		7714		3599						
	3		3954		2277		2208		7729		3564						
	4		3821		2277		2399		7440		3483						
	5		3306		2276		2549		7789		3645						
	6		2565		2277		2571		8836		3659						
	7		2519		2278		3073		8591		3907						
	8		5382		2278		2778		6694		3561						
	9		8669		2280		2507		4775		2947						
	10		10346		2285		2565		3563		2829						
	11		11299		2285		2237		2799		2760						
	12		11166		2285		2164		2669		2716						
	13		10780		2283		2081		2959		2781						
	14		11574		2282		2034		2140		2823						
	15		11519		2284		2056		2331		2896						
	16		11048		2283		2495		2720		3014						
	17		10059		2282		2831		3930		3092						
	18		8074		2283		3174		5706		3486						
	19		4331		2284		4361		8202		4320						
	20		2728		2283		6320		9045		4396						
	21		2979		2283		6609		8991		4598						
	22		2957		2284		5907		9293		4250						
	23		2768		2284		5067		8952		4224						
	24		2690		2284		4198		8516		3946						
