10/14/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		972		316		204		281		1954		0		0		
	2		974		315		206		283		2357		0		0		
	3		975		315		207		293		2453		0		0		
	4		974		318		207		293		2181		0		0		
	5		975		319		205		293		1774		0		0		
	6		976		327		197		295		1560		0		0		
	7		976		340		195		295		1470		0		0		
	8		977		342		192		288		1310		1349		10		
	9		976		338		193		287		1089		5706		209		
	10		972		337		191		261		674		8490		317		
	11		970		339		192		247		344		9262		360		
	12		969		336		204		246		215		9494		366		
	13		945		340		213		252		255		9525		369		
	14		940		340		214		255		329		9356		367		
	15		942		340		214		265		366		9470		353		
	16		943		339		214		279		351		8924		316		
	17		943		343		214		277		372		6992		226		
	18		945		339		214		276		373		2342		60		
	19		947		339		214		291		886		50		0		
	20		950		340		214		295		1306		0		0		
	21		952		337		213		296		1723		0		0		
	22		952		339		213		297		1722		0		0		
	23		953		323		212		306		1279		0		0		
	24		952		315		213		292		993		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3727		1134		6965		6409		1677						
	2		4135		1135		6346		5978		1570						
	3		4243		1134		6064		5867		1409						
	4		3973		1134		6799		5761		1327						
	5		3566		1134		7346		6085		1469						
	6		3355		1134		7870		6089		2216						
	7		3276		1134		8744		6970		2768						
	8		4468		1134		8545		7314		2842						
	9		8798		1134		7162		5541		1791						
	10		11242		1135		6143		4348		1165						
	11		11714		1135		5720		3913		1096						
	12		11830		1134		5822		4031		792						
	13		11899		1134		5964		3734		836						
	14		11801		1133		6021		3668		1163						
	15		11950		1132		6382		3505		1408						
	16		11366		1132		6976		4203		1554						
	17		9367		1131		8884		4922		1869						
	18		4549		1131		11845		6402		3170						
	19		2727		1132		12976		7402		3744						
	20		3105		1133		12730		7468		3785						
	21		3521		1133		11956		7260		3428						
	22		3523		1133		11144		7031		3031						
	23		3073		1133		10442		6688		2578						
	24		2765		1134		9857		6014		2387						
