03/27/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		903		220		178		490		2539		0		0		
	2		902		219		178		490		3083		0		0		
	3		902		214		178		489		3124		0		0		
	4		900		209		177		489		3163		0		0		
	5		901		211		178		492		3128		0		0		
	6		900		215		179		564		3002		0		0		
	7		901		220		178		569		2922		0		0		
	8		900		222		175		569		2664		1314		51		
	9		899		235		175		581		2063		4439		192		
	10		900		241		175		552		2122		6617		296		
	11		899		241		175		510		2529		7791		373		
	12		900		243		176		493		2940		7746		321		
	13		895		246		176		505		2713		8202		192		
	14		891		246		176		507		3183		7770		67		
	15		879		247		176		504		3212		7665		78		
	16		879		247		176		521		3247		7585		4		
	17		882		249		176		526		3391		6345		0		
	18		873		248		177		580		3298		3773		0		
	19		895		248		177		594		2909		1082		0		
	20		893		247		176		605		2638		0		0		
	21		899		244		176		578		2727		0		0		
	22		900		240		174		564		3043		0		0		
	23		901		230		173		558		3182		0		0		
	24		855		228		174		537		3028		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4330		2283		3218		6337		3532						
	2		4872		2282		2938		5893		3137						
	3		4907		2280		2439		6125		3176						
	4		4938		2279		2454		6145		3158						
	5		4910		2277		2397		6423		3298						
	6		4860		2279		3132		6530		3706						
	7		4790		2280		4106		7694		4164						
	8		5896		2280		4152		7878		4074						
	9		8584		2280		3816		6225		3675						
	10		10903		2281		3644		4418		2987						
	11		12518		2280		3137		3520		2778						
	12		12819		2280		2883		3385		2567						
	13		12929		2280		2870		2855		2621						
	14		12840		2277		2826		2872		2496						
	15		12761		2276		2756		2938		2496						
	16		12659		2276		2622		3091		2647						
	17		11569		2277		2990		3580		3116						
	18		8949		2279		3566		5087		3815						
	19		5905		2280		4341		7548		4762						
	20		4559		2281		5588		9191		5200						
	21		4624		2282		5977		9152		4968						
	22		4921		2282		5072		8501		4726						
	23		5044		2281		4219		7554		4327						
	24		4822		2280		3628		6763		3967						
