03/25/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		932		341		199		150		1729		0		0		
	2		934		340		199		148		2276		0		0		
	3		934		341		199		147		2167		0		0		
	4		936		337		199		144		2017		0		0		
	5		936		338		199		144		1923		0		0		
	6		935		343		198		145		1986		0		0		
	7		935		361		198		155		1889		0		0		
	8		935		363		197		165		1842		1228		0		
	9		932		363		195		157		1803		4487		125		
	10		931		347		195		146		1790		7233		206		
	11		929		341		197		146		1991		7354		193		
	12		930		344		200		145		2278		7435		37		
	13		928		341		201		144		2427		7515		0		
	14		929		342		202		145		2375		7724		23		
	15		927		343		202		144		2424		7070		46		
	16		928		349		203		119		2457		5471		0		
	17		930		358		202		113		2602		4535		0		
	18		930		357		205		128		2209		3165		0		
	19		932		360		205		142		2468		802		0		
	20		931		357		203		181		2543		0		0		
	21		932		354		207		143		2635		0		0		
	22		933		355		207		106		2044		0		0		
	23		932		344		207		108		2627		0		0		
	24		930		315		211		117		2664		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3351		2239		8082		6252		453						
	2		3897		2239		7223		5811		360						
	3		3788		2240		6887		5822		348						
	4		3633		2240		6956		5780		347						
	5		3540		2241		7020		6150		379						
	6		3607		2240		7060		6850		718						
	7		3538		2238		7356		7783		1225						
	8		4730		2238		6662		7421		1650						
	9		8062		2240		5906		5121		1178						
	10		10848		2240		5398		2735		915						
	11		11151		2240		4892		2750		476						
	12		11369		2240		4745		1916		357						
	13		11556		2241		4717		1430		373						
	14		11740		2241		4649		1323		322						
	15		11156		2239		4806		1436		311						
	16		9527		2239		5375		2670		320						
	17		8740		2239		6314		2971		600						
	18		6994		2239		7526		4384		1077						
	19		4909		2240		7948		6807		1590						
	20		4215		2242		8551		7981		2153						
	21		4271		2243		8432		7893		2160						
	22		3645		2244		8481		8046		1640						
	23		4218		2247		7700		7174		1248						
	24		4237		2247		7739		6705		548						
