02/06/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		987		352		236		241		3285		0		0		
	2		988		352		237		244		3145		0		0		
	3		989		352		237		244		2994		0		0		
	4		993		356		237		243		2614		0		0		
	5		992		355		235		247		1993		0		0		
	6		993		354		235		324		1642		0		0		
	7		980		362		235		346		1306		2		0		
	8		968		364		233		343		1179		1816		19		
	9		978		345		229		296		944		5862		236		
	10		992		340		230		284		965		7731		336		
	11		990		348		230		286		1180		8099		338		
	12		988		335		233		287		1598		7877		334		
	13		987		339		234		289		1572		8061		225		
	14		983		338		236		288		1480		7788		271		
	15		980		334		235		284		1292		7287		320		
	16		985		341		231		288		1054		6319		277		
	17		987		347		231		290		915		2734		119		
	18		980		348		232		435		707		119		0		
	19		958		347		235		504		608		0		0		
	20		957		347		236		504		635		0		0		
	21		963		344		236		469		667		0		0		
	22		975		340		235		364		675		0		0		
	23		989		332		235		284		793		0		0		
	24		992		334		236		276		927		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5101		2078		3267		8565		1817						
	2		4966		2077		2960		8242		1820						
	3		4816		2075		2997		7938		1814						
	4		4443		2073		3178		8068		1834						
	5		3822		2073		3756		8581		1992						
	6		3548		2073		4528		9115		2358						
	7		3231		2070		5977		9792		3013						
	8		4922		2068		5766		9439		2935						
	9		8890		2068		3969		7436		2188						
	10		10878		2068		3170		5673		1655						
	11		11471		2067		2857		4902		1651						
	12		11652		2067		2672		4763		1574						
	13		11707		2065		2726		4666		1680						
	14		11384		2064		2987		5015		1842						
	15		10732		2065		3908		5230		1794						
	16		9495		2064		4994		5981		1878						
	17		5623		2062		6605		8543		2510						
	18		2821		2061		8698		9971		3523						
	19		2652		2060		9525		10582		3434						
	20		2679		2059		9412		10236		3248						
	21		2679		2059		8798		10150		3200						
	22		2589		2059		8660		9575		2630						
	23		2633		2061		7586		9130		2342						
	24		2765		2062		6507		8875		1987						
