04/27/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		929		277		240		406		3009		0		0		
	2		925		270		240		408		2979		0		0		
	3		931		284		240		409		3305		0		0		
	4		931		285		240		406		3668		0		0		
	5		931		287		241		419		3863		0		0		
	6		930		283		241		452		3837		0		0		
	7		932		289		241		584		3490		619		0		
	8		932		277		237		628		3103		4207		200		
	9		931		229		235		594		2933		7693		469		
	10		929		229		236		499		2943		9114		562		
	11		925		232		238		471		2803		9695		574		
	12		922		227		239		450		2827		9720		572		
	13		920		232		237		383		3129		9787		570		
	14		921		233		237		385		3477		9901		571		
	15		917		252		238		413		3956		9505		575		
	16		915		263		238		560		4000		8492		577		
	17		914		262		227		582		4114		7573		564		
	18		916		268		231		588		4127		6377		487		
	19		919		285		235		600		4177		2760		232		
	20		920		287		240		646		4174		199		0		
	21		925		289		241		647		3811		0		0		
	22		927		288		241		631		3795		0		0		
	23		928		283		241		477		3754		0		0		
	24		929		285		240		447		3519		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4861		2281		4235		7356		3057						
	2		4822		2279		3606		7203		2951						
	3		4238		2281		3617		7220		2852						
	4		5530		2281		2698		6641		2787						
	5		5741		2280		2899		6561		2828						
	6		5743		2281		3691		6468		3372						
	7		6155		2283		4031		7207		3654						
	8		9584		2281		3471		5592		3518						
	9		13084		2282		2914		3363		3011						
	10		14512		2283		2544		2346		2691						
	11		14938		2283		2399		1738		2629						
	12		14957		2282		2425		1279		2476						
	13		15258		2281		2469		600		2462						
	14		15725		2281		2449		295		2478						
	15		15856		2280		2553		156		2479						
	16		15045		2281		2966		715		2548						
	17		14236		2282		3627		1214		2779						
	18		12994		2282		4096		2477		2925						
	19		9208		2282		5454		5196		3303						
	20		6466		2282		6566		7230		3834						
	21		5913		2282		6661		8181		4161						
	22		5882		2282		6109		7937		4021						
	23		5683		2281		4864		8575		3196						
	24		5420		2281		3172		8824		3193						
