01/10/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		994		201		168		191		2440		0		0		
	2		993		202		168		185		2735		0		0		
	3		994		201		169		195		2896		0		0		
	4		994		200		170		211		2748		0		0		
	5		994		199		172		213		2814		0		0		
	6		994		200		172		249		2699		0		0		
	7		993		202		173		266		2549		0		0		
	8		993		202		160		261		2532		687		0		
	9		992		202		153		268		2579		2564		24		
	10		991		203		158		257		2480		3944		118		
	11		989		199		162		255		2840		4346		188		
	12		989		203		169		255		3100		4653		321		
	13		986		208		177		263		3211		4523		295		
	14		989		192		181		241		3120		4423		327		
	15		988		184		182		253		3226		3062		87		
	16		988		195		183		254		2987		1602		55		
	17		987		209		185		282		2568		244		3		
	18		987		208		185		321		2522		0		0		
	19		990		208		185		335		2309		0		0		
	20		979		207		186		348		2276		0		0		
	21		994		202		185		319		2289		0		0		
	22		994		199		185		296		2445		0		0		
	23		993		198		178		284		2370		0		0		
	24		982		199		171		277		2449		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3994		2270		7724		5682		1951						
	2		4284		2268		6854		5756		1970						
	3		4454		2269		7010		5514		1787						
	4		4323		2270		6821		5720		1858						
	5		4393		2270		6690		6149		2018						
	6		4315		2271		7590		6507		1996						
	7		4183		2272		8593		7783		2101						
	8		4834		2272		9410		7967		2114						
	9		6783		2272		8668		7086		2136						
	10		8152		2270		8618		5925		2212						
	11		8980		2270		8467		5419		2153						
	12		9691		2270		8428		4711		2049						
	13		9663		2269		8573		4351		2055						
	14		9471		2267		9074		4001		1986						
	15		7982		2267		9685		4705		2208						
	16		6262		2267		10209		6252		2176						
	17		4479		2265		11259		7802		2277						
	18		4224		2266		12717		8362		2443						
	19		4026		2269		13095		8367		2403						
	20		3996		2269		12137		8684		2483						
	21		3989		2269		11479		8354		2488						
	22		4120		2270		9996		8388		2214						
	23		4023		2272		9305		7381		2134						
	24		4078		2272		8334		6532		2124						
