05/27/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		973		215		173		564		3517		0		0		
	2		973		212		174		542		3665		0		0		
	3		974		204		173		515		3378		0		0		
	4		972		204		172		513		2897		0		0		
	5		974		208		174		527		2569		0		0		
	6		973		208		175		600		2157		0		0		
	7		970		208		174		591		1856		1330		60		
	8		973		208		173		584		1525		4375		249		
	9		971		208		173		508		1262		6952		396		
	10		969		213		173		483		1019		8017		464		
	11		967		220		172		480		841		8593		480		
	12		965		223		171		479		834		8793		488		
	13		962		222		167		479		894		8808		494		
	14		961		223		163		475		969		8791		491		
	15		961		222		161		474		845		8739		490		
	16		958		221		160		511		903		8401		474		
	17		958		220		160		551		1188		7745		438		
	18		958		222		159		590		2087		6422		373		
	19		959		223		160		611		2810		3551		242		
	20		960		242		160		617		3302		605		26		
	21		963		246		160		652		3520		0		0		
	22		964		246		160		616		3451		0		0		
	23		966		255		160		600		3312		0		0		
	24		966		259		161		592		3185		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5077		1131		2831		7873		5234						
	2		5566		1132		1938		7665		4771						
	3		5243		1131		1587		7782		4642						
	4		4757		1131		1785		7312		5117						
	5		4452		1132		1910		7733		4876						
	6		4113		1131		1793		8170		5183						
	7		5189		1131		1600		7947		4594						
	8		8086		1131		1821		5812		4232						
	9		10470		1132		1953		4297		3987						
	10		11337		1132		1949		3628		3897						
	11		11753		1132		1992		2938		4019						
	12		11953		1132		2011		2512		3983						
	13		12026		1132		1981		2245		4136						
	14		12073		1132		2033		2507		3934						
	15		11892		1131		2167		2624		4158						
	16		11628		1132		2319		3246		4304						
	17		11260		1132		2669		4024		4512						
	18		10812		1131		3106		4544		4955						
	19		8557		1131		3959		6288		5286						
	20		5913		1131		5023		7915		5519						
	21		5541		1132		5417		8483		5661						
	22		5437		1131		4773		8940		5668						
	23		5292		1131		4157		8446		5436						
	24		5163		1131		3738		7647		5204						
