05/15/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		635		317		217		258		4160		0		0		
	2		635		329		217		259		4091		0		0		
	3		638		337		218		257		4206		0		0		
	4		638		341		219		253		4579		0		0		
	5		638		341		218		253		4494		0		0		
	6		637		341		218		252		3994		0		0		
	7		626		346		218		247		3752		1838		7		
	8		624		346		217		237		3994		6164		163		
	9		624		344		217		240		3957		8021		317		
	10		624		337		217		232		3195		9990		301		
	11		623		332		217		228		2978		9876		203		
	12		621		332		212		227		3156		9693		0		
	13		620		334		216		226		3732		9370		0		
	14		618		335		216		226		4402		9403		4		
	15		615		334		216		224		4323		10006		236		
	16		617		337		218		221		4112		9988		344		
	17		618		343		217		218		3852		9356		307		
	18		620		346		217		234		3722		8313		239		
	19		620		348		217		235		4071		4552		99		
	20		620		354		218		265		3729		522		0		
	21		620		334		218		274		3384		0		0		
	22		623		341		217		253		3665		0		0		
	23		660		356		217		253		3914		0		0		
	24		661		356		217		242		3813		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5559		2276		7312		5987		1631						
	2		5497		2275		7133		5264		1557						
	3		5595		2276		6844		4866		1389						
	4		5978		2276		6823		4149		1379						
	5		5929		2275		6398		4536		1411						
	6		5427		2273		6581		5188		1404						
	7		6828		2274		6512		4715		1084						
	8		11612		2275		4730		3309		369						
	9		13634		2275		4023		1972		363						
	10		14772		2275		3779		753		467						
	11		14573		2275		3478		820		359						
	12		14212		2276		3619		68		369						
	13		14501		2278		3704		-1151		261						
	14		15124		2277		3832		-2401		403						
	15		15963		2277		3672		-2693		413						
	16		15847		2277		3890		-1918		448						
	17		14987		2277		4495		-669		579						
	18		13747		2277		5353		629		950						
	19		10416		2277		6614		2594		1848						
	20		5846		2277		8727		5413		2414						
	21		4797		2278		9442		6208		2640						
	22		5024		2277		8720		6364		2443						
	23		5366		2278		7604		6399		1937						
	24		5254		2278		6816		6194		1674						
