04/04/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		737		299		220		514		2397		0		0		
	2		738		298		219		477		2595		0		0		
	3		746		301		219		475		2486		0		0		
	4		747		302		221		477		2398		0		0		
	5		747		304		221		478		2335		0		0		
	6		747		285		221		511		1791		0		0		
	7		736		271		221		536		1681		40		0		
	8		746		274		219		541		1504		1588		3		
	9		746		275		217		542		1448		4756		11		
	10		744		274		216		537		951		6760		23		
	11		743		271		215		493		785		7880		10		
	12		741		270		214		450		800		8547		59		
	13		739		271		214		448		1199		8788		166		
	14		739		268		215		452		2406		8231		261		
	15		739		271		217		446		2962		8429		410		
	16		740		272		218		447		3430		8049		506		
	17		740		275		220		495		3207		7471		536		
	18		733		275		221		571		3798		5452		464		
	19		717		278		221		578		4248		1344		147		
	20		700		276		222		571		4243		0		0		
	21		690		274		221		526		4180		0		0		
	22		710		274		221		504		4269		0		0		
	23		717		263		221		498		4280		0		0		
	24		713		263		221		469		4410		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4167		2280		5209		6740		2894						
	2		4327		2280		4469		6487		2976						
	3		3481		2280		5020		6321		2926						
	4		4145		2280		4252		6275		2895						
	5		4085		2281		4226		6629		3074						
	6		3555		2279		4992		7587		3222						
	7		3485		2279		5566		9036		3421						
	8		4875		2278		5962		8335		3339						
	9		7995		2277		5419		6428		3008						
	10		9505		2276		4780		5574		2809						
	11		10397		2276		4736		4492		2606						
	12		11081		2277		4528		3799		2482						
	13		11825		2277		4246		3085		2455						
	14		12572		2276		4533		1920		2516						
	15		13474		2277		4656		1588		2515						
	16		13662		2278		4815		1606		2550						
	17		12944		2278		5137		2547		2676						
	18		11514		2278		5506		3743		3025						
	19		7533		2277		6786		6597		3417						
	20		6012		2275		8022		7883		3707						
	21		5891		2275		7638		8442		3647						
	22		5978		2276		6624		8201		3490						
	23		5979		2279		5058		8079		3262						
	24		6076		2281		4277		7148		3055						
