11/10/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		914		310		233		271		2511		0		0		
	2		913		311		234		245		2675		0		0		
	3		912		315		232		244		2755		0		0		
	4		911		313		235		245		3033		0		0		
	5		910		315		232		272		3147		0		0		
	6		909		312		234		469		3062		0		0		
	7		909		317		234		507		2816		292		0		
	8		909		318		233		507		2801		2918		140		
	9		908		319		232		399		2540		5773		139		
	10		907		317		228		287		2902		6779		256		
	11		916		322		230		270		2859		7260		364		
	12		914		322		230		286		2746		7329		433		
	13		930		327		230		292		2959		7210		379		
	14		941		311		232		292		3185		7005		336		
	15		947		297		234		315		3318		6342		311		
	16		948		332		235		380		3448		3477		138		
	17		950		339		236		527		3549		498		0		
	18		949		326		236		563		3460		0		0		
	19		950		327		237		529		3449		0		0		
	20		952		328		236		520		3311		0		0		
	21		952		330		235		520		3293		0		0		
	22		955		326		236		519		3144		0		0		
	23		958		315		238		473		2975		0		0		
	24		982		317		239		401		2988		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4239		2256		5865		6720		2262						
	2		4378		2259		5181		6536		2169						
	3		4458		2258		5030		6229		2096						
	4		4737		2260		4494		6215		2147						
	5		4876		2260		4380		6299		2507						
	6		4986		2261		4965		6745		2670						
	7		5075		2260		5787		7632		2454						
	8		7825		2259		5093		6889		2130						
	9		10310		2260		4299		6014		2069						
	10		11676		2260		4386		4828		1933						
	11		12221		2258		4361		4338		1836						
	12		12260		2258		4426		4094		1913						
	13		12327		2258		4403		3923		2002						
	14		12302		2259		4593		3816		2112						
	15		11764		2261		5173		4099		2165						
	16		8958		2261		6618		5343		2689						
	17		6099		2260		8270		7007		2988						
	18		5534		2261		9786		7759		3145						
	19		5492		2262		9315		8176		2978						
	20		5347		2261		8977		8062		2687						
	21		5330		2261		7954		8120		2792						
	22		5180		2262		7382		7687		2798						
	23		4959		2260		6733		7025		2836						
	24		4927		2264		5369		6917		2660						
